table_name,column_name,column_id,code_type,comments
A_ITEM,ITEM_CODE,1,ITEM CODE,
A_ITEM,PART_NO,2,PART NO,
A_ITEM,ITEN_NAME,3,ITEN NAME,
A_ITEM,ITEM_SPEC,4,ITEM SPEC,
A_ITEM,STATUS,5,STATUS,
A_LANG,ENGLISH_TEXT,1,ENGLISH TEXT,
A_LANG,LOCAL_TEXT,2,LOCAL TEXT,
A_MASK,A,1,A,
A_MASK,B,2,B,
A_MASK,C,3,C,
A_MASK,D,4,D,
A_MASK,E,5,E,
A_MASK,F,6,F,
A_MASK,G,7,G,
A_MASK,H,8,H,
A_MASK,I,9,I,
A_MASK,J,10,J,
A_MASK,K,11,K,
A_MASK,L,12,L,
A_MASK,M,13,M,
A_MASK,N,14,N,
A_MASK,O,15,O,
A_MATERIAL,COLUMN1,1,COLUMN1,
A_MATERIAL,COLUMN2,2,COLUMN2,
A_MATERIAL,COLUMN3,3,COLUMN3,
A_MATERIAL,COLUMN4,4,COLUMN4,
A_MATERIAL,COLUMN5,5,COLUMN5,
A_MATERIAL,COLUMN6,6,COLUMN6,
A_MATERIAL,COLUMN7,7,COLUMN7,
A_MATERIAL,COLUMN8,8,COLUMN8,
A_MATERIAL,COLUMN9,9,COLUMN9,
A_MATERIAL,COLUMN10,10,COLUMN10,
A_MATERIAL,COLUMN11,11,COLUMN11,
A_MATERIAL,COLUMN12,12,COLUMN12,
A_MATERIAL,COLUMN13,13,COLUMN13,
A_MATERIAL,COLUMN14,14,COLUMN14,
A_MODEL,MODEL_NAME,1,MODEL NAME,
A_MODEL,PART_NO,2,PART NO,
A_MODEL,CARRIER_SIZE,3,CARRIER SIZE,
DashboardData,Oid,1,Oid,
DashboardData,Content,2,Content,
DashboardData,Title,3,Title,
DashboardData,SynchronizeTitle,4,SynchronizeTitle,
DashboardData,OptimisticLockField,5,OptimisticLockField,
DashboardData,GCRecord,6,GCRecord,
ESEAI_M107_TEMP,DT_IF,1,DT IF,
ESEAI_M107_TEMP,CD_SL,2,CD SL,
ESEAI_M107_TEMP,CD_ITEM,3,CD ITEM,
ESEAI_M107_TEMP,YN_PROCESS,4,YN PROCESS,
ESEAI_M107_TEMP,DC_ERRORMSG,5,DC ERRORMSG,
ESEAI_M107_TEMP,QT_IM,6,QT IM,
ESEAI_M107_TEMP,DTS_CREATE,7,DTS CREATE,
ESEAI_M107_TEMP,TRANSFER_DATE,8,TRANSFER DATE,INFAC 전송일자
ESEAI_M107_TEMP,TRANSFER_YN,9,TRANSFER YN,INFAC 전송 플래그
IB_LINE_MASTER,LINE_CODE,1,LINE CODE,라인명
IB_LINE_MASTER,LINE_DIVISION,2,LINE DIVISION,라인구분
IB_LINE_MASTER,MACHINE,3,MACHINE,설비
IB_LINE_MASTER,ORGANIZATION_ID,4,ORGANIZATION ID,조직ID
IB_LINE_MASTER,LINE_NAME,5,LINE NAME,라인명
IB_LINE_MASTER,MACHINE_NAME,6,MACHINE NAME,설비명
IB_LINE_MASTER,ENTER_DATE,7,ENTER DATE,등록일자
IB_LINE_MASTER,ENTER_BY,8,ENTER BY,등록자
IB_LINE_MASTER,LAST_MODIFY_DATE,9,LAST MODIFY DATE,최종수정일자
IB_LINE_MASTER,LAST_MODIFY_BY,10,LAST MODIFY BY,최종수정자
IB_LINE_MASTER,LINE_STATUS,11,LINE STATUS,라인상태
IB_LINE_MASTER,ACTION_DATE,12,ACTION DATE,발생일자
IB_LINE_MASTER,SHOW_TABLE_YN,13,SHOW TABLE YN,SHOW TABLE YN
IB_LINE_MASTER,MACHINE_GROUP,14,MACHINE GROUP,설비그룹
IB_LINE_MASTER,LINE_SHAFT_TYPE,15,LINE SHAFT TYPE,
IB_MACHINE_LOCATION,LINE_CODE,1,LINE CODE,라인명
IB_MACHINE_LOCATION,MACHINE,2,MACHINE,설비
IB_MACHINE_LOCATION,ORGANIZATION_ID,3,ORGANIZATION ID,조직ID
IB_MACHINE_LOCATION,COMMENTS,4,COMMENTS,설명
IB_MACHINE_LOCATION,LOCATION_CODE,5,LOCATION CODE,로케이션(위치)
IB_MACHINE_LOCATION,ENTER_DATE,6,ENTER DATE,등록일자
IB_MACHINE_LOCATION,ENTER_BY,7,ENTER BY,등록자
IB_MACHINE_LOCATION,LAST_MODIFY_DATE,8,LAST MODIFY DATE,최종수정일자
IB_MACHINE_LOCATION,LAST_MODIFY_BY,9,LAST MODIFY BY,최종수정자
IB_MACHINE_LOCATION,TABLE_ID,10,TABLE ID,테이블ID
IB_MACHINE_LOCATION,TABLE_NO,11,TABLE NO,Table No
IB_MATERIAL_LOCATION,RACK_NO,1,RACK NO,
IB_MATERIAL_LOCATION,LOCATION_CODE,2,LOCATION CODE,로케이션(위치)
IB_MATERIAL_LOCATION,ORGANIZATION_ID,3,ORGANIZATION ID,조직ID
IB_MATERIAL_LOCATION,ENTER_DATE,4,ENTER DATE,등록일자
IB_MATERIAL_LOCATION,ENTER_BY,5,ENTER BY,등록자
IB_MATERIAL_LOCATION,LAST_MODIFY_DATE,6,LAST MODIFY DATE,최종수정일자
IB_MATERIAL_LOCATION,LAST_MODIFY_BY,7,LAST MODIFY BY,최종수정자
IB_MNT_BLOCKDATA,IDNUM,1,IDNUM,Idnum
IB_MNT_BLOCKDATA,O,2,O,O
IB_MNT_BLOCKDATA,X,3,X,
IB_MNT_BLOCKDATA,Y,4,Y,
IB_MNT_BLOCKDATA,A,5,A,
IB_MNT_BLOCKDATA,PARTS,6,PARTS,Parts
IB_MNT_BLOCKDATA,BRM,7,BRM,Brm
IB_MNT_BLOCKDATA,C,8,C,C
IB_MNT_BLOCKDATA,M,9,M,M
IB_MNT_BLOCKDATA,F,10,F,F
IB_MNT_BLOCKDATA,PR,11,PR,Pr
IB_MNT_BLOCKDATA,MB,12,MB,Mb
IB_MNT_BLOCKDATA,PRISEQ,13,PRISEQ,Priseq
IB_MNT_CHIPDATA,IDNUM,1,IDNUM,Idnum
IB_MNT_CHIPDATA,L,2,L,L
IB_MNT_CHIPDATA,W,3,W,W
IB_MNT_CHIPDATA,T,4,T,T
IB_MNT_CHIPDATA,NOZZLEA,5,NOZZLEA,Nozzlea
IB_MNT_CHIPDATA,NOZZLEB,6,NOZZLEB,Nozzleb
IB_MNT_CHIPDATA,NOZZLEC,7,NOZZLEC,Nozzlec
IB_MNT_CHIPDATA,NOZZLED,8,NOZZLED,Nozzled
IB_MNT_CHIPDATA,NOZZLEE,9,NOZZLEE,Nozzlee
IB_MNT_CHIPDATA,REF,10,REF,Ref
IB_MNT_CHIPDATA,RCGSP,11,RCGSP,Rcgsp
IB_MNT_CHIPDATA,TGAP,12,TGAP,Tgap
IB_MNT_CHIPDATA,MGAP,13,MGAP,Mgap
IB_MNT_CHIPDATA,TUPX,14,TUPX,Tupx
IB_MNT_CHIPDATA,TUPY,15,TUPY,Tupy
IB_MNT_CHIPDATA,TUPZ,16,TUPZ,Tupz
IB_MNT_CHIPDATA,RZ,17,RZ,Rz
IB_MNT_CHIPDATA,MZ,18,MZ,Mz
IB_MNT_CHIPDATA,SZ,19,SZ,Sz
IB_MNT_CHIPDATA,TSPD,20,TSPD,Tspd
IB_MNT_CHIPDATA,MSPD,21,MSPD,Mspd
IB_MNT_CHIPDATA,FS,22,FS,Fs
IB_MNT_CHIPDATA,TUPT,23,TUPT,Tupt
IB_MNT_CHIPDATA,MNTT,24,MNTT,Mntt
IB_MNT_CHIPDATA,VSEL,25,VSEL,Vsel
IB_MNT_CHIPDATA,LMPA,26,LMPA,Lmpa
IB_MNT_CHIPDATA,LMPB,27,LMPB,Lmpb
IB_MNT_CHIPDATA,LMPC,28,LMPC,Lmpc
IB_MNT_CHIPDATA,LMPD,29,LMPD,Lmpd
IB_MNT_CHIPDATA,LMPE,30,LMPE,Lmpe
IB_MNT_CHIPDATA,LMPF,31,LMPF,Lmpf
IB_MNT_CHIPDATA,NR,32,NR,Nr
IB_MNT_CHIPDATA,NAME,33,NAME,Name
IB_MNT_CHIPDATA,KIND,34,KIND,Kind
IB_MNT_CHIPDATA,NUMBER_DATA,35,NUMBER DATA,Number Data
IB_MNT_CHIPDATA,REV,36,REV,Rev
IB_MNT_CHIPDATA,VIEWDATA,37,VIEWDATA,
IB_MNT_CHIPDATA,QFP,38,QFP,Qfp
IB_MNT_CHIPDATA,BGA,39,BGA,
IB_MNT_CHIPDATA,FC,40,FC,Fc
IB_MNT_CHIPDATA,CT,41,CT,
IB_MNT_CHIPDATA,GR,42,GR,Gr
IB_MNT_CHIPDATA,HMFLAG,43,HMFLAG,Hmflag
IB_MNT_CHIPDATA,HMGAP,44,HMGAP,Hmgap
IB_MNT_CHIPDATA,MAXL,45,MAXL,Maxl
IB_MNT_CHIPDATA,MAXW,46,MAXW,Maxw
IB_MNT_CHIPDATA,TMFLAG,47,TMFLAG,Tmflag
IB_MNT_CHIPDATA,HMAX,48,HMAX,Hmax
IB_MNT_CHIPDATA,POLARIZE,49,POLARIZE,Polarize
IB_MNT_CHIPDATA,MRECA,50,MRECA,Mreca
IB_MNT_CHIPDATA,LMFLAG,51,LMFLAG,Lmflag
IB_MNT_CHIPDATA,COVERSIZE,52,COVERSIZE,Coversize
IB_MNT_CHIPDATA_NMP,IDNUM,1,IDNUM,Idnum
IB_MNT_CHIPDATA_NMP,L,2,L,L
IB_MNT_CHIPDATA_NMP,W,3,W,W
IB_MNT_CHIPDATA_NMP,T,4,T,T
IB_MNT_CHIPDATA_NMP,RCGSP,5,RCGSP,Rcgsp
IB_MNT_CHIPDATA_NMP,NAME,6,NAME,Name
IB_MNT_CHIPDATA_NMP,KIND,7,KIND,Kind
IB_MNT_CHIPDATA_NMP,REF,8,REF,Ref
IB_MNT_CHIPDATA_NMP,QFP,9,QFP,Qfp
IB_MNT_CHIPDATA_NMP,BGA,10,BGA,
IB_MNT_CHIPDATA_NMP,CT,11,CT,
IB_MNT_CHIPDATA_NMP,FC,12,FC,Fc
IB_MNT_CHIPDATA_NMP,BARE,13,BARE,
IB_MNT_CHIPDATA_NMP,GR,14,GR,Gr
IB_MNT_CHIPDATA_NMP,LMPA,15,LMPA,Lmpa
IB_MNT_CHIPDATA_NMP,LMPB,16,LMPB,Lmpb
IB_MNT_CHIPDATA_NMP,LMPC,17,LMPC,Lmpc
IB_MNT_CHIPDATA_NMP,LMPD,18,LMPD,Lmpd
IB_MNT_CHIPDATA_NMP,LMPE,19,LMPE,Lmpe
IB_MNT_CHIPDATA_NMP,LMPF,20,LMPF,Lmpf
IB_MNT_CHIPDATA_NMP,HMAX,21,HMAX,Hmax
IB_MNT_CHIPDATA_NMP,MVSEL,22,MVSEL,Mvsel
IB_MNT_CHIPDATA_NMP,HVSEL,23,HVSEL,Hvsel
IB_MNT_CHIPDATA_NMP,A,24,A,
IB_MNT_CHIPDATA_NMP,RETRY,25,RETRY,재시도
IB_MNT_CHIPDATA_NMP,MAXL,26,MAXL,Maxl
IB_MNT_CHIPDATA_NMP,MAXW,27,MAXW,Maxw
IB_MNT_CHIPDATA_NMP,NOZZLEA,28,NOZZLEA,Nozzlea
IB_MNT_CHIPDATA_NMP,NOZZLEB,29,NOZZLEB,Nozzleb
IB_MNT_CHIPDATA_NMP,NOZZLEC,30,NOZZLEC,Nozzlec
IB_MNT_CHIPDATA_NMP,NOZZLED,31,NOZZLED,Nozzled
IB_MNT_CHIPDATA_NMP,NOZZLEE,32,NOZZLEE,Nozzlee
IB_MNT_CHIPDATA_NMP,TGAP,33,TGAP,Tgap
IB_MNT_CHIPDATA_NMP,MGAP,34,MGAP,Mgap
IB_MNT_CHIPDATA_NMP,TUPX,35,TUPX,Tupx
IB_MNT_CHIPDATA_NMP,TUPY,36,TUPY,Tupy
IB_MNT_CHIPDATA_NMP,TUPZ,37,TUPZ,Tupz
IB_MNT_CHIPDATA_NMP,RZ,38,RZ,Rz
IB_MNT_CHIPDATA_NMP,SZ,39,SZ,Sz
IB_MNT_CHIPDATA_NMP,TSPD,40,TSPD,Tspd
IB_MNT_CHIPDATA_NMP,MSPD,41,MSPD,Mspd
IB_MNT_CHIPDATA_NMP,FS,42,FS,Fs
IB_MNT_CHIPDATA_NMP,TUPT,43,TUPT,Tupt
IB_MNT_CHIPDATA_NMP,MNTT,44,MNTT,Mntt
IB_MNT_CHIPDATA_NMP,HMFLAG,45,HMFLAG,Hmflag
IB_MNT_CHIPDATA_NMP,HMGAP,46,HMGAP,Hmgap
IB_MNT_CHIPDATA_NMP,TMFLAG,47,TMFLAG,Tmflag
IB_MNT_CHIPDATA_NMP,MRECA,48,MRECA,Mreca
IB_MNT_CHIPDATA_NMP,LOAD,49,LOAD,싣다
IB_MNT_CHIPDATA_NMP,FLUX,50,FLUX,
IB_MNT_CHIPDATA_NMP,FLUXLOAD,51,FLUXLOAD,
IB_MNT_CHIPDATA_NMP,STZ,52,STZ,Stz
IB_MNT_CHIPDATA_NMP,SQGAP,53,SQGAP,Sqgap
IB_MNT_CHIPDATA_NMP,STTIME,54,STTIME,Sttime
IB_MNT_CHIPDATA_NMP,STSPD,55,STSPD,Stspd
IB_MNT_CHIPDATA_NMP,PLAN_DATE,56,PLAN DATE,계획일자
IB_MNT_CHIPDATA_NMP,LOT_NAME,57,LOT NAME,제품명
IB_MNT_PARTLIB_COMPARE_MASTER,MACHINE_CODE,1,MACHINE CODE,설비코드
IB_MNT_PARTLIB_COMPARE_MASTER,LINE_CODE,2,LINE CODE,라인명
IB_MNT_PARTLIB_COMPARE_MASTER,APPLY_LOCATION,3,APPLY LOCATION,적용위치
IB_MNT_PARTLIB_COMPARE_MASTER,PARTNAME,4,PARTNAME,자재코드
IB_MNT_PARTLIB_COMPARE_MASTER,PART_TYPE,5,PART TYPE,Part Type
IB_MNT_PARTLIB_COMPARE_MASTER,SIZE_L,6,SIZE L,Size L
IB_MNT_PARTLIB_COMPARE_MASTER,SIZE_W,7,SIZE W,Size W
IB_MNT_PARTLIB_COMPARE_MASTER,SIZE_T,8,SIZE T,Size T
IB_MNT_PARTLIB_COMPARE_MASTER,VISION_CODE,9,VISION CODE,
IB_MNT_PARTLIB_COMPARE_MASTER,NOZZLE_A,10,NOZZLE A,Nozzle A
IB_MNT_PARTLIB_COMPARE_MASTER,NOZZLE_B,11,NOZZLE B,Nozzle B
IB_MNT_PARTLIB_COMPARE_MASTER,SPEED_DETACT,12,SPEED DETACT,Speed Detact
IB_MNT_PARTLIB_COMPARE_MASTER,SPEED_MOUNT,13,SPEED MOUNT,Speed Mount
IB_MNT_PARTLIB_COMPARE_MASTER,SPEED_PICKUP,14,SPEED PICKUP,Speed Pickup
IB_MNT_PARTLIB_COMPARE_MASTER,GAP_PICKUP,15,GAP PICKUP,Gap Pickup
IB_MNT_PARTLIB_COMPARE_MASTER,GAP_MOUNT,16,GAP MOUNT,Gap Mount
IB_MNT_PARTLIB_COMPARE_MASTER,DETACT_ANGLE,17,DETACT ANGLE,Detact Angle
IB_MNT_PARTLIB_COMPARE_MASTER,STYLE_VALUE,18,STYLE VALUE,Style Value
IB_MNT_PARTLIB_COMPARE_MASTER,RECOVERY_COUNT,19,RECOVERY COUNT,Recovery Count
IB_MNT_PARTLIB_COMPARE_MASTER,FIX_PICKUP_OFFSET_X,20,FIX PICKUP OFFSET X,Fix Pickup Offset X
IB_MNT_PARTLIB_COMPARE_MASTER,FIX_PICKUP_OFFSET_Y,21,FIX PICKUP OFFSET Y,Fix Pickup Offset Y
IB_MNT_PARTLIB_COMPARE_MASTER,FIX_PICKUP_OFFSET_Z,22,FIX PICKUP OFFSET Z,Fix Pickup Offset Z
IB_MNT_PARTLIB_COMPARE_MASTER,LAST_UPDATE_DATE,23,LAST UPDATE DATE,최종수정일자
IB_MNT_PARTLIB_COMPARE_MASTER,MATERIAL_FEEDER_PITCH,24,MATERIAL FEEDER PITCH,Material Feeder Pitch
IB_MNT_PARTLIB_COMPARE_MASTER,MATERIAL_REEL_SIZE,25,MATERIAL REEL SIZE,자재릴사이즈
IB_MNT_PARTLIB_COMPARE_MASTER,MATERIAL_PART_PER_REEL,26,MATERIAL PART PER REEL,Material Part Per Reel
IB_MNT_PARTLIB_COMPARE_MASTER,ENTER_DATE,27,ENTER DATE,등록일자
IB_MNT_PARTLIB_COMPARE_MASTER,ENTER_BY,28,ENTER BY,등록자
IB_MNT_PARTLIB_COMPARE_MASTER,LAST_MODIFY_DATE,29,LAST MODIFY DATE,최종수정일자
IB_MNT_PARTLIB_COMPARE_MASTER,LAST_MODIFY_BY,30,LAST MODIFY BY,최종수정자
IB_MNT_PARTLIB_COMPARE_MASTER,ORGANIZATION_ID,31,ORGANIZATION ID,조직ID
IB_MNT_PARTLIB_COMPARE_MASTER,MASTER_YN,32,MASTER YN,Master Yn
IB_MNT_PARTLIB_COMPARE_MASTER,NOZZLE_C,33,NOZZLE C,Nozzle C
IB_MNT_PARTLIB_COMPARE_MASTER,NOZZLE_D,34,NOZZLE D,Nozzle D
IB_MNT_PARTLIB_COMPARE_MASTER,WORK_NO,35,WORK NO,Work No
IB_MNT_PARTLIB_COMPARE_MASTER,COMMENTS,36,COMMENTS,설명
IB_MNT_PARTLIB_COMPARE_MASTER,IS_NEW_YN,37,IS NEW YN,신규품목구분
IB_MNT_PARTLIB_COMPARE_MASTER,COMPARE_DATE,38,COMPARE DATE,
IB_MNT_PARTLIB_COMPARE_MASTER,MASTER_GB,39,MASTER GB,
IB_MNT_PARTLIB_COMPARE_MASTER,QUERY,40,QUERY,조회
IB_MNT_PARTLIB_COMPARE_MASTER,MASTER_CHK,41,MASTER CHK,
IB_MNT_PARTLIB_MASTER,MACHINE_CODE,1,MACHINE CODE,설비코드
IB_MNT_PARTLIB_MASTER,LINE_CODE,2,LINE CODE,라인명
IB_MNT_PARTLIB_MASTER,APPLY_LOCATION,3,APPLY LOCATION,적용위치
IB_MNT_PARTLIB_MASTER,PARTNAME,4,PARTNAME,자재코드
IB_MNT_PARTLIB_MASTER,PART_TYPE,5,PART TYPE,Part Type
IB_MNT_PARTLIB_MASTER,SIZE_L,6,SIZE L,Size L
IB_MNT_PARTLIB_MASTER,SIZE_W,7,SIZE W,Size W
IB_MNT_PARTLIB_MASTER,SIZE_T,8,SIZE T,Size T
IB_MNT_PARTLIB_MASTER,VISION_CODE,9,VISION CODE,
IB_MNT_PARTLIB_MASTER,NOZZLE_A,10,NOZZLE A,Nozzle A
IB_MNT_PARTLIB_MASTER,NOZZLE_B,11,NOZZLE B,Nozzle B
IB_MNT_PARTLIB_MASTER,SPEED_DETACT,12,SPEED DETACT,Speed Detact
IB_MNT_PARTLIB_MASTER,SPEED_MOUNT,13,SPEED MOUNT,Speed Mount
IB_MNT_PARTLIB_MASTER,SPEED_PICKUP,14,SPEED PICKUP,Speed Pickup
IB_MNT_PARTLIB_MASTER,GAP_PICKUP,15,GAP PICKUP,Gap Pickup
IB_MNT_PARTLIB_MASTER,GAP_MOUNT,16,GAP MOUNT,Gap Mount
IB_MNT_PARTLIB_MASTER,DETACT_ANGLE,17,DETACT ANGLE,Detact Angle
IB_MNT_PARTLIB_MASTER,STYLE_VALUE,18,STYLE VALUE,Style Value
IB_MNT_PARTLIB_MASTER,RECOVERY_COUNT,19,RECOVERY COUNT,Recovery Count
IB_MNT_PARTLIB_MASTER,FIX_PICKUP_OFFSET_X,20,FIX PICKUP OFFSET X,Fix Pickup Offset X
IB_MNT_PARTLIB_MASTER,FIX_PICKUP_OFFSET_Y,21,FIX PICKUP OFFSET Y,Fix Pickup Offset Y
IB_MNT_PARTLIB_MASTER,FIX_PICKUP_OFFSET_Z,22,FIX PICKUP OFFSET Z,Fix Pickup Offset Z
IB_MNT_PARTLIB_MASTER,LAST_UPDATE_DATE,23,LAST UPDATE DATE,최종수정일자
IB_MNT_PARTLIB_MASTER,MATERIAL_FEEDER_PITCH,24,MATERIAL FEEDER PITCH,Material Feeder Pitch
IB_MNT_PARTLIB_MASTER,MATERIAL_REEL_SIZE,25,MATERIAL REEL SIZE,자재릴사이즈
IB_MNT_PARTLIB_MASTER,MATERIAL_PART_PER_REEL,26,MATERIAL PART PER REEL,Material Part Per Reel
IB_MNT_PARTLIB_MASTER,ENTER_DATE,27,ENTER DATE,등록일자
IB_MNT_PARTLIB_MASTER,ENTER_BY,28,ENTER BY,등록자
IB_MNT_PARTLIB_MASTER,LAST_MODIFY_DATE,29,LAST MODIFY DATE,최종수정일자
IB_MNT_PARTLIB_MASTER,LAST_MODIFY_BY,30,LAST MODIFY BY,최종수정자
IB_MNT_PARTLIB_MASTER,ORGANIZATION_ID,31,ORGANIZATION ID,조직ID
IB_MNT_PARTLIB_MASTER,MASTER_YN,32,MASTER YN,Master Yn
IB_MNT_PARTLIB_MASTER,NOZZLE_C,33,NOZZLE C,Nozzle C
IB_MNT_PARTLIB_MASTER,NOZZLE_D,34,NOZZLE D,Nozzle D
IB_MNT_PARTLIB_MASTER,WORK_NO,35,WORK NO,Work No
IB_MNT_PARTLIB_MASTER,COMMENTS,36,COMMENTS,설명
IB_MNT_PARTLIB_MASTER,IS_NEW_YN,37,IS NEW YN,신규품목구분
IB_MNT_PARTLIB_MASTER_WORK,MACHINE_CODE,1,MACHINE CODE,설비코드
IB_MNT_PARTLIB_MASTER_WORK,LINE_CODE,2,LINE CODE,라인명
IB_MNT_PARTLIB_MASTER_WORK,APPLY_LOCATION,3,APPLY LOCATION,적용위치
IB_MNT_PARTLIB_MASTER_WORK,PARTNAME,4,PARTNAME,자재코드
IB_MNT_PARTLIB_MASTER_WORK,PART_TYPE,5,PART TYPE,Part Type
IB_MNT_PARTLIB_MASTER_WORK,SIZE_L,6,SIZE L,Size L
IB_MNT_PARTLIB_MASTER_WORK,SIZE_W,7,SIZE W,Size W
IB_MNT_PARTLIB_MASTER_WORK,SIZE_T,8,SIZE T,Size T
IB_MNT_PARTLIB_MASTER_WORK,VISION_CODE,9,VISION CODE,
IB_MNT_PARTLIB_MASTER_WORK,NOZZLE_A,10,NOZZLE A,Nozzle A
IB_MNT_PARTLIB_MASTER_WORK,NOZZLE_B,11,NOZZLE B,Nozzle B
IB_MNT_PARTLIB_MASTER_WORK,SPEED_DETACT,12,SPEED DETACT,Speed Detact
IB_MNT_PARTLIB_MASTER_WORK,SPEED_MOUNT,13,SPEED MOUNT,Speed Mount
IB_MNT_PARTLIB_MASTER_WORK,SPEED_PICKUP,14,SPEED PICKUP,Speed Pickup
IB_MNT_PARTLIB_MASTER_WORK,GAP_PICKUP,15,GAP PICKUP,Gap Pickup
IB_MNT_PARTLIB_MASTER_WORK,GAP_MOUNT,16,GAP MOUNT,Gap Mount
IB_MNT_PARTLIB_MASTER_WORK,DETACT_ANGLE,17,DETACT ANGLE,Detact Angle
IB_MNT_PARTLIB_MASTER_WORK,STYLE_VALUE,18,STYLE VALUE,Style Value
IB_MNT_PARTLIB_MASTER_WORK,RECOVERY_COUNT,19,RECOVERY COUNT,Recovery Count
IB_MNT_PARTLIB_MASTER_WORK,FIX_PICKUP_OFFSET_X,20,FIX PICKUP OFFSET X,Fix Pickup Offset X
IB_MNT_PARTLIB_MASTER_WORK,FIX_PICKUP_OFFSET_Y,21,FIX PICKUP OFFSET Y,Fix Pickup Offset Y
IB_MNT_PARTLIB_MASTER_WORK,FIX_PICKUP_OFFSET_Z,22,FIX PICKUP OFFSET Z,Fix Pickup Offset Z
IB_MNT_PARTLIB_MASTER_WORK,LAST_UPDATE_DATE,23,LAST UPDATE DATE,최종수정일자
IB_MNT_PARTLIB_MASTER_WORK,MATERIAL_FEEDER_PITCH,24,MATERIAL FEEDER PITCH,Material Feeder Pitch
IB_MNT_PARTLIB_MASTER_WORK,MATERIAL_REEL_SIZE,25,MATERIAL REEL SIZE,자재릴사이즈
IB_MNT_PARTLIB_MASTER_WORK,MATERIAL_PART_PER_REEL,26,MATERIAL PART PER REEL,Material Part Per Reel
IB_MNT_PARTLIB_MASTER_WORK,ENTER_DATE,27,ENTER DATE,등록일자
IB_MNT_PARTLIB_MASTER_WORK,ENTER_BY,28,ENTER BY,등록자
IB_MNT_PARTLIB_MASTER_WORK,LAST_MODIFY_DATE,29,LAST MODIFY DATE,최종수정일자
IB_MNT_PARTLIB_MASTER_WORK,LAST_MODIFY_BY,30,LAST MODIFY BY,최종수정자
IB_MNT_PARTLIB_MASTER_WORK,ORGANIZATION_ID,31,ORGANIZATION ID,조직ID
IB_MNT_PARTLIB_MASTER_WORK,MASTER_YN,32,MASTER YN,Master Yn
IB_MNT_PARTLIB_MASTER_WORK,NOZZLE_C,33,NOZZLE C,Nozzle C
IB_MNT_PARTLIB_MASTER_WORK,NOZZLE_D,34,NOZZLE D,Nozzle D
IB_MNT_PARTLIB_MASTER_WORK,WORK_NO,35,WORK NO,Work No
IB_MNT_PARTLIB_MASTER_WORK,COMMENTS,36,COMMENTS,설명
IB_MNT_PARTSLIB,IDNUM,1,IDNUM,Idnum
IB_MNT_PARTSLIB,PARTSNAME,2,PARTSNAME,Partsname
IB_MNT_PARTSLIB,PARTSID,3,PARTSID,Partsid
IB_MNT_PARTSLIB,PARTSCOMMENT,4,PARTSCOMMENT,Partscomment
IB_MNT_PARTSLIB,MANUFACTDATE,5,MANUFACTDATE,MANUFACTDATE
IB_MNT_PARTSLIB,MANUFACTURER,6,MANUFACTURER,MANUFACTURER
IB_MNT_PARTSLIB,RELIABLEFLG,7,RELIABLEFLG,Reliableflg
IB_MNT_PARTSLIB,UPDATEDATE,8,UPDATEDATE,Updatedate
IB_MNT_PARTSLIB,UPDATEPERSON,9,UPDATEPERSON,Updateperson
IB_MNT_PARTSLIB,UPDATELINE,10,UPDATELINE,Updateline
IB_MNT_PARTSLIB,UPDATEGROUP,11,UPDATEGROUP,Updategroup
IB_MNT_PARTSLIB,UPDATETLOT,12,UPDATETLOT,Updatetlot
IB_MNT_PARTSLIB,MAKER1,13,MAKER1,Maker1
IB_MNT_PARTSLIB,PARTCODE1,14,PARTCODE1,Partcode1
IB_MNT_PARTSLIB,BARCODE1,15,BARCODE1,바코드1
IB_MNT_PARTSLIB,MAKER2,16,MAKER2,Maker2
IB_MNT_PARTSLIB,PARTCODE2,17,PARTCODE2,Partcode2
IB_MNT_PARTSLIB,BARCODE2,18,BARCODE2,바코드2
IB_MNT_PARTSLIB,MAKER3,19,MAKER3,Maker3
IB_MNT_PARTSLIB,PARTCODE3,20,PARTCODE3,Partcode3
IB_MNT_PARTSLIB,BARCODE3,21,BARCODE3,바코드3
IB_MNT_PARTSLIB,RELIEF1,22,RELIEF1,Relief1
IB_MNT_PARTSLIB,RELIEF1EXTENSIONNUM,23,RELIEF1EXTENSIONNUM,Relief1extensionnum
IB_MNT_PARTSLIB,RELIEF2,24,RELIEF2,Relief2
IB_MNT_PARTSLIB,RELIEF2EXTENSIONNUM,25,RELIEF2EXTENSIONNUM,Relief2extensionnum
IB_MNT_PARTSLIB,RELIEF3,26,RELIEF3,Relief3
IB_MNT_PARTSLIB,RELIEF3EXTENSIONNUM,27,RELIEF3EXTENSIONNUM,Relief3extensionnum
IB_MNT_PARTSLIB,RELIEF4,28,RELIEF4,Relief4
IB_MNT_PARTSLIB,RELIEF4EXTENSIONNUM,29,RELIEF4EXTENSIONNUM,Relief4extensionnum
IB_MNT_PARTSLIB,RELIEF5,30,RELIEF5,Relief5
IB_MNT_PARTSLIB,RELIEF5EXTENSIONNUM,31,RELIEF5EXTENSIONNUM,Relief5extensionnum
IB_MNT_PARTSLIB,RELIEF6,32,RELIEF6,Relief6
IB_MNT_PARTSLIB,RELIEF6EXTENSIONNUM,33,RELIEF6EXTENSIONNUM,Relief6extensionnum
IB_MNT_PARTSLIB,RELIEF7,34,RELIEF7,Relief7
IB_MNT_PARTSLIB,RELIEF7EXTENSIONNUM,35,RELIEF7EXTENSIONNUM,Relief7extensionnum
