table_name,column_name,column_id,code_type,comments
IM_ITEM_WORK_ORDER,ISSUE_PLAN_QTY,18,ISSUE PLAN QTY,출고예정수량
IM_ITEM_WORK_ORDER,ISSUE_QTY,19,ISSUE QTY,출고수량
IM_ITEM_WORK_ORDER,MODEL_UNIT_QTY,20,MODEL UNIT QTY,모델단위수량
IM_ITEM_WORK_ORDER,ROUTE_NO,21,ROUTE NO,라우팅번호
IM_ITEM_WORK_ORDER,ISSUE_STATUS,22,ISSUE STATUS,출고상태
IM_ITEM_WORK_ORDER,ISSUE_ACCOUNT,23,ISSUE ACCOUNT,출고계정
IM_ITEM_WORK_ORDER,WORK_ORDER_TYPE,24,WORK ORDER TYPE,작업지시유형
IM_ITEM_WORK_ORDER,ORIGIN_MFS,25,ORIGIN MFS,제조번호(원)
IM_ITEM_WORK_ORDER,ENTER_BY,26,ENTER BY,등록자
IM_ITEM_WORK_ORDER,ENTER_DATE,27,ENTER DATE,등록일자
IM_ITEM_WORK_ORDER,LAST_MODIFY_BY,28,LAST MODIFY BY,최종수정자
IM_ITEM_WORK_ORDER,LAST_MODIFY_DATE,29,LAST MODIFY DATE,최종수정일자
IM_ITEM_WORK_ORDER,ISSUE_REQUEST_QTY,30,ISSUE REQUEST QTY,출고량신청
IM_ITEM_WORK_ORDER,SORT_SEQUENCE,31,SORT SEQUENCE,정렬순번
IM_ITEM_WORK_ORDER,MACHINE_CODE,32,MACHINE CODE,설비코드
IM_ITEM_WORK_ORDER,MOLD_CODE,33,MOLD CODE,부자재코드
IM_ITEM_WORK_ORDER,MOLD_VERSION,34,MOLD VERSION,부자재버젼
IM_ITEM_WORK_ORDER,MOLD_SET_SERIAL,35,MOLD SET SERIAL,부자재시리얼
IM_ITEM_WORK_ORDER,APPLY_ASSEMBLY_PLAN,36,APPLY ASSEMBLY PLAN,반제품계획적용
IM_ITEM_WORK_ORDER,ORIGINAL_ITEM_CODE,37,ORIGINAL ITEM CODE,
IM_ITEM_WS_INVENTORY_REVERSE,CLOSE_YYYYMM,1,CLOSE YYYYMM,마감년월
IM_ITEM_WS_INVENTORY_REVERSE,LINE_CODE,2,LINE CODE,라인명
IM_ITEM_WS_INVENTORY_REVERSE,WORKSTAGE_CODE,3,WORKSTAGE CODE,공정명
IM_ITEM_WS_INVENTORY_REVERSE,MATERIAL_MFS,4,MATERIAL MFS,자재제조번호
IM_ITEM_WS_INVENTORY_REVERSE,MFS,5,MFS,제조번호
IM_ITEM_WS_INVENTORY_REVERSE,ITEM_CODE,6,ITEM CODE,품목코드
IM_ITEM_WS_INVENTORY_REVERSE,ORGANIZATION_ID,7,ORGANIZATION ID,조직ID
IM_ITEM_WS_INVENTORY_REVERSE,MACHINE_CODE,8,MACHINE CODE,설비코드
IM_ITEM_WS_INVENTORY_REVERSE,LINE_TYPE,9,LINE TYPE,구입유형
IM_ITEM_WS_INVENTORY_REVERSE,INVENTORY_QTY,10,INVENTORY QTY,재고수량
IM_ITEM_WS_INVENTORY_REVERSE,ENTER_DATE,11,ENTER DATE,등록일자
IM_ITEM_WS_INVENTORY_REVERSE,ENTER_BY,12,ENTER BY,등록자
IM_ITEM_WS_INVENTORY_REVERSE,LAST_MODIFY_DATE,13,LAST MODIFY DATE,최종수정일자
IM_ITEM_WS_INVENTORY_REVERSE,LAST_MODIFY_BY,14,LAST MODIFY BY,최종수정자
IM_ITEM_WS_INVENTORY_REVERSE,MODEL_NAME,15,MODEL NAME,모델명
IM_ITEM_WS_INVENTORY_REVERSE,MODEL_SUFFIX,16,MODEL SUFFIX,모델서픽스
IM_ITEM_WS_INVENTORY_REVERSE,SET_ITEM_CODE,17,SET ITEM CODE,최종품목코드
IM_ITEM_WS_INVENTORY_REV_NOUSE,CLOSE_YYYYMM,1,CLOSE YYYYMM,마감년월
IM_ITEM_WS_INVENTORY_REV_NOUSE,LINE_CODE,2,LINE CODE,라인명
IM_ITEM_WS_INVENTORY_REV_NOUSE,WORKSTAGE_CODE,3,WORKSTAGE CODE,공정명
IM_ITEM_WS_INVENTORY_REV_NOUSE,ITEM_CODE,4,ITEM CODE,품목코드
IM_ITEM_WS_INVENTORY_REV_NOUSE,LINE_TYPE,5,LINE TYPE,구입유형
IM_ITEM_WS_INVENTORY_REV_NOUSE,ITEM_UNIT_QTY,6,ITEM UNIT QTY,단위수량
IM_ITEM_WS_INVENTORY_REV_NOUSE,ORGANIZATION_ID,7,ORGANIZATION ID,조직ID
IM_ITEM_WS_INVENTORY_REV_NOUSE,ENTER_DATE,8,ENTER DATE,등록일자
IM_ITEM_WS_INVENTORY_REV_NOUSE,ENTER_BY,9,ENTER BY,등록자
IM_ITEM_WS_INVENTORY_REV_NOUSE,LAST_MODIFY_DATE,10,LAST MODIFY DATE,최종수정일자
IM_ITEM_WS_INVENTORY_REV_NOUSE,LAST_MODIFY_BY,11,LAST MODIFY BY,최종수정자
IM_ITEM_WS_INVE_CHECK_EXCEL,CLOSE_YYYYMM,1,CLOSE YYYYMM,마감년월
IM_ITEM_WS_INVE_CHECK_EXCEL,ITEM_CODE,2,ITEM CODE,품목코드
IM_ITEM_WS_INVE_CHECK_EXCEL,LINE_TYPE,3,LINE TYPE,구입유형
IM_ITEM_WS_INVE_CHECK_EXCEL,MFS,4,MFS,제조번호
IM_ITEM_WS_INVE_CHECK_EXCEL,LINE_CODE,5,LINE CODE,라인명
IM_ITEM_WS_INVE_CHECK_EXCEL,WORKSTAGE_CODE,6,WORKSTAGE CODE,공정명
IM_ITEM_WS_INVE_CHECK_EXCEL,ORGANIZATION_ID,7,ORGANIZATION ID,조직ID
IM_ITEM_WS_INVE_CHECK_EXCEL,CHECK_INVENTORY_QTY,8,CHECK INVENTORY QTY,재고체크수량
IM_ITEM_WS_INVE_CHECK_EXCEL,LOCATION_CODE,9,LOCATION CODE,로케이션(위치)
IM_ITEM_WS_INVE_CHECK_EXCEL,EXCEL_CHECK_INVENTORY_QTY,10,EXCEL CHECK INVENTORY QTY,엑셀수량
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_DATE,1,RECEIPT DATE,입고일자
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_SEQUENCE,2,RECEIPT SEQUENCE,입고항번
IM_ITEM_WS_RECEIPT_4_BASE_INV,ORGANIZATION_ID,3,ORGANIZATION ID,조직ID
IM_ITEM_WS_RECEIPT_4_BASE_INV,ISSUE_DATE,4,ISSUE DATE,출고일자
IM_ITEM_WS_RECEIPT_4_BASE_INV,ISSUE_SEQUENCE,5,ISSUE SEQUENCE,출고항번
IM_ITEM_WS_RECEIPT_4_BASE_INV,MFS,6,MFS,제조번호
IM_ITEM_WS_RECEIPT_4_BASE_INV,ITEM_CODE,7,ITEM CODE,품목코드
IM_ITEM_WS_RECEIPT_4_BASE_INV,ITEM_TYPE,8,ITEM TYPE,폼목유형
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_DEFICIT,9,RECEIPT DEFICIT,입출구분
IM_ITEM_WS_RECEIPT_4_BASE_INV,LINE_CODE,10,LINE CODE,라인명
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_ACCOUNT,11,RECEIPT ACCOUNT,입고계정
IM_ITEM_WS_RECEIPT_4_BASE_INV,WORKSTAGE_CODE,12,WORKSTAGE CODE,공정명
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_AMT,13,RECEIPT AMT,입고금액
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_WEIGHT,14,RECEIPT WEIGHT,입고중량
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_TYPE,15,RECEIPT TYPE,입고유형
IM_ITEM_WS_RECEIPT_4_BASE_INV,MACHINE_CODE,16,MACHINE CODE,설비코드
IM_ITEM_WS_RECEIPT_4_BASE_INV,LINE_TYPE,17,LINE TYPE,구입유형
IM_ITEM_WS_RECEIPT_4_BASE_INV,ITEM_UNIT_WEIGHT,18,ITEM UNIT WEIGHT,단위중량
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_STATUS,19,RECEIPT STATUS,입고상태
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_PRICE,20,RECEIPT PRICE,입고단가
IM_ITEM_WS_RECEIPT_4_BASE_INV,RECEIPT_QTY,21,RECEIPT QTY,입고수량
IM_ITEM_WS_RECEIPT_4_BASE_INV,TRANSFER_DATE,22,TRANSFER DATE,전송일자
IM_ITEM_WS_RECEIPT_4_BASE_INV,TRANSFER_SEQUENCE,23,TRANSFER SEQUENCE,이동항번
IM_ITEM_WS_RECEIPT_4_BASE_INV,WORK_ORDER_NO,24,WORK ORDER NO,작업지시번호
IM_ITEM_WS_RECEIPT_4_BASE_INV,TRANSFER_YN,25,TRANSFER YN,이동유무
IM_ITEM_WS_RECEIPT_4_BASE_INV,ENTER_DATE,26,ENTER DATE,등록일자
IM_ITEM_WS_RECEIPT_4_BASE_INV,ENTER_BY,27,ENTER BY,등록자
IM_ITEM_WS_RECEIPT_4_BASE_INV,LAST_MODIFY_DATE,28,LAST MODIFY DATE,최종수정일자
IM_ITEM_WS_RECEIPT_4_BASE_INV,LAST_MODIFY_BY,29,LAST MODIFY BY,최종수정자
IM_ITEM_WS_RECEIPT_4_BASE_INV,MFS_CONNECT,30,MFS CONNECT,LOT연결
IM_ITEM_WS_RECEIPT_4_BASE_INV,TRANSFER_TYPE,31,TRANSFER TYPE,이동유형
IM_ITEM_WS_RECEIPT_4_BASE_INV,MATERIAL_MFS,32,MATERIAL MFS,자재제조번호
IM_ITEM_WS_RECEIPT_4_BASE_INV,INVOICE_NO,33,INVOICE NO,전표번호
IM_ITEM_WS_RECEIPT_4_BASE_INV,SUB_MFS,34,SUB MFS,부D/O번호
IM_ITEM_WS_RECEIPT_4_BASE_INV,FROM_WORKSTAGE_CODE,35,FROM WORKSTAGE CODE,하위작업자코드
IM_ITEM_WS_RECEIPT_4_BASE_INV,FROM_LINE_CODE,36,FROM LINE CODE,원라인코드
IM_MATERIAL_REQUEST,REQUEST_DATE,1,REQUEST DATE,신청일자
IM_MATERIAL_REQUEST,LINE_CODE,2,LINE CODE,라인명
IM_MATERIAL_REQUEST,MACHINE,3,MACHINE,설비
IM_MATERIAL_REQUEST,ITEM_CODE,4,ITEM CODE,품목코드
IM_MATERIAL_REQUEST,LOCATION_CODE,5,LOCATION CODE,로케이션(위치)
IM_MATERIAL_REQUEST,REQUEST_STATUS,6,REQUEST STATUS,신청상태
IM_MATERIAL_REQUEST,CONFIRM_DATE,7,CONFIRM DATE,승인일자
IM_MATERIAL_REQUEST,ENTER_BY,8,ENTER BY,등록자
IM_MATERIAL_REQUEST,ENTER_DATE,9,ENTER DATE,등록일자
IM_MATERIAL_REQUEST,LAST_MODIFY_BY,10,LAST MODIFY BY,최종수정자
IM_MATERIAL_REQUEST,LAST_MODIFY_DATE,11,LAST MODIFY DATE,최종수정일자
IM_MATERIAL_REQUEST,ORGANIZATION_ID,12,ORGANIZATION ID,조직ID
IM_MATERIAL_REQUEST,ITEM_BARCODE,13,ITEM BARCODE,품목바코드
IM_TOTAL_PAYABLE_MASTER,SUPPLIER_CODE,1,SUPPLIER CODE,공급상/제작처
IM_TOTAL_PAYABLE_MASTER,ORGANIZATION_ID,2,ORGANIZATION ID,조직ID
IM_TOTAL_PAYABLE_MASTER,TOTAL_PAYABLE_AMT,3,TOTAL PAYABLE AMT,
IM_TOTAL_PAYABLE_MASTER,LAST_RECEIPT_DATE,4,LAST RECEIPT DATE,최종입고일자
IM_TOTAL_PAYABLE_MASTER,ENTER_BY,5,ENTER BY,등록자
IM_TOTAL_PAYABLE_MASTER,ENTER_DATE,6,ENTER DATE,등록일자
IM_TOTAL_PAYABLE_MASTER,LAST_MODIFY_BY,7,LAST MODIFY BY,최종수정자
IM_TOTAL_PAYABLE_MASTER,LAST_MODIFY_DATE,8,LAST MODIFY DATE,최종수정일자
IP_ASSEMBLY_ISSUE,ISSUE_DATE,1,ISSUE DATE,출고일자
IP_ASSEMBLY_ISSUE,ISSUE_SEQUENCE,2,ISSUE SEQUENCE,출고항번
IP_ASSEMBLY_ISSUE,ORGANIZATION_ID,3,ORGANIZATION ID,조직ID
IP_ASSEMBLY_ISSUE,WORK_ORDER_NO,4,WORK ORDER NO,작업지시번호
IP_ASSEMBLY_ISSUE,MFS,5,MFS,제조번호
IP_ASSEMBLY_ISSUE,ITEM_CODE,6,ITEM CODE,품목코드
IP_ASSEMBLY_ISSUE,ITEM_TYPE,7,ITEM TYPE,폼목유형
IP_ASSEMBLY_ISSUE,PRODUCT_LINE_TYPE,8,PRODUCT LINE TYPE,라인타입
IP_ASSEMBLY_ISSUE,LINE_CODE,9,LINE CODE,라인명
IP_ASSEMBLY_ISSUE,WORKSTAGE_CODE,10,WORKSTAGE CODE,공정명
IP_ASSEMBLY_ISSUE,MACHINE_CODE,11,MACHINE CODE,설비코드
IP_ASSEMBLY_ISSUE,ISSUE_TYPE,12,ISSUE TYPE,출고유형
IP_ASSEMBLY_ISSUE,ISSUE_ACCOUNT,13,ISSUE ACCOUNT,출고계정
IP_ASSEMBLY_ISSUE,ISSUE_DEFICIT,14,ISSUE DEFICIT,출고구분
IP_ASSEMBLY_ISSUE,ISSUE_PRICE,15,ISSUE PRICE,출고단가
IP_ASSEMBLY_ISSUE,CURRENCY,16,CURRENCY,통화
IP_ASSEMBLY_ISSUE,ISSUE_QTY,17,ISSUE QTY,출고수량
IP_ASSEMBLY_ISSUE,ISSUE_AMT,18,ISSUE AMT,출고금액
IP_ASSEMBLY_ISSUE,ISSUE_STATUS,19,ISSUE STATUS,출고상태
IP_ASSEMBLY_ISSUE,ENTER_BY,20,ENTER BY,등록자
IP_ASSEMBLY_ISSUE,ENTER_DATE,21,ENTER DATE,등록일자
IP_ASSEMBLY_ISSUE,LAST_MODIFY_BY,22,LAST MODIFY BY,최종수정자
IP_ASSEMBLY_ISSUE,LAST_MODIFY_DATE,23,LAST MODIFY DATE,최종수정일자
IP_ASSEMBLY_ISSUE,MATERIAL_MFS,24,MATERIAL MFS,자재제조번호
IP_ASSEMBLY_ISSUE,LOCATION_CODE,25,LOCATION CODE,로케이션(위치)
IP_ASSEMBLY_ISSUE,CLOSE_YN,26,CLOSE YN,닫임YN
IP_ASSEMBLY_ISSUE,CLOSE_DATE,27,CLOSE DATE,마감일자
IP_ASSEMBLY_RESULT,PRODUCT_DATE,1,PRODUCT DATE,제조일자
IP_ASSEMBLY_RESULT,PRODUCT_SEQUENCE,2,PRODUCT SEQUENCE,생산실적항번
IP_ASSEMBLY_RESULT,ORGANIZATION_ID,3,ORGANIZATION ID,조직ID
IP_ASSEMBLY_RESULT,PRODUCT_LINE_TYPE,4,PRODUCT LINE TYPE,라인타입
IP_ASSEMBLY_RESULT,LQC_INSPECT_RESULT,5,LQC INSPECT RESULT,LQC 검사결과
IP_ASSEMBLY_RESULT,PLAN_DATE,6,PLAN DATE,계획일자
IP_ASSEMBLY_RESULT,WORK_DIVISION,7,WORK DIVISION,작업구분
IP_ASSEMBLY_RESULT,LQC_INSPECT_NO,8,LQC INSPECT NO,LQC번호
IP_ASSEMBLY_RESULT,OQC_INSPECT_NO,9,OQC INSPECT NO,제품품질검사번호
IP_ASSEMBLY_RESULT,OQC_INSPECT_RESULT,10,OQC INSPECT RESULT,OQC 검사결과
IP_ASSEMBLY_RESULT,RECEIPT_DATE,11,RECEIPT DATE,입고일자
IP_ASSEMBLY_RESULT,RECEIPT_SEQUENCE,12,RECEIPT SEQUENCE,입고항번
IP_ASSEMBLY_RESULT,PLAN_DATE_SEQUENCE,13,PLAN DATE SEQUENCE,항번
IP_ASSEMBLY_RESULT,PRODUCT_ACTUAL_STATUS,14,PRODUCT ACTUAL STATUS,생산실적상태
IP_ASSEMBLY_RESULT,ITEM_CODE,15,ITEM CODE,품목코드
IP_ASSEMBLY_RESULT,RECEIPT_YN,16,RECEIPT YN,입고Y/N
IP_ASSEMBLY_RESULT,MFS,17,MFS,제조번호
IP_ASSEMBLY_RESULT,PRODUCT_ACTUAL_QTY,18,PRODUCT ACTUAL QTY,실적수량
IP_ASSEMBLY_RESULT,LINE_CODE,19,LINE CODE,라인명
IP_ASSEMBLY_RESULT,WORKSTAGE_CODE,20,WORKSTAGE CODE,공정명
IP_ASSEMBLY_RESULT,MACHINE_CODE,21,MACHINE CODE,설비코드
IP_ASSEMBLY_RESULT,ENTER_DATE,22,ENTER DATE,등록일자
IP_ASSEMBLY_RESULT,ENTER_BY,23,ENTER BY,등록자
IP_ASSEMBLY_RESULT,LAST_MODIFY_DATE,24,LAST MODIFY DATE,최종수정일자
IP_ASSEMBLY_RESULT,LAST_MODIFY_BY,25,LAST MODIFY BY,최종수정자
IP_ASSEMBLY_RESULT,SUB_MFS,26,SUB MFS,부D/O번호
IP_ASSEMBLY_RESULT,INVOICE_NO,27,INVOICE NO,전표번호
IP_ASSEMBLY_RESULT,LOT_DIVIDE_YN,28,LOT DIVIDE YN,롯트분할유무
IP_ASSEMBLY_RESULT,PRODUCT_START_TIME,29,PRODUCT START TIME,생산시작시간
IP_ASSEMBLY_RESULT,PRODUCT_END_TIME,30,PRODUCT END TIME,생산종료시간
IP_ASSEMBLY_RESULT,REQUEST_LQC_INSPECT,31,REQUEST LQC INSPECT,LQC검사신청
IP_ASSEMBLY_RESULT,CUSTOMER_ORDER_NO_ORIGIN,32,CUSTOMER ORDER NO ORIGIN,고객주문번호(원)
IP_ASSEMBLY_RESULT,TRANS_WORKSTAGE_CODE,33,TRANS WORKSTAGE CODE,인수인계공정코드
IP_ASSEMBLY_RESULT,REQUEST_OQC_INSPECT,34,REQUEST OQC INSPECT,OQC검사신청
IP_ASSEMBLY_RESULT,PRODUCT_PRICE,35,PRODUCT PRICE,제품가격
IP_ASSEMBLY_RESULT,PRODUCT_AMT,36,PRODUCT AMT,제품금액
IP_ASSEMBLY_RESULT,BARCODE,37,BARCODE,바코드
IP_ASSEMBLY_RESULT,MOLD_CODE,38,MOLD CODE,부자재코드
IP_ASSEMBLY_RESULT,MOLD_VERSION,39,MOLD VERSION,부자재버젼
IP_ASSEMBLY_RESULT,MOLD_SET_SERIAL,40,MOLD SET SERIAL,부자재시리얼
IP_ASSEMBLY_RESULT,ST_VALUE,41,ST VALUE,표준작업시간
IP_ASSEMBLY_RESULT,WORKSTAGE_ISSUE_YN,42,WORKSTAGE ISSUE YN,
IP_ASSEMBLY_RESULT,SHIFT_CODE,43,SHIFT CODE,교대조
IP_ASSEMBLY_RESULT,PRODUCT_ACTUAL_TIME,44,PRODUCT ACTUAL TIME,실적일시
IP_ASSEMBLY_RESULT,BARCODE_SN,45,BARCODE SN,바코드 SN
IP_ASSEMBLY_RESULT,MODEL_SN,46,MODEL SN,모델 SN
IP_ASSEMBLY_RESULT,CUSTOMER_ORDER_NO,47,CUSTOMER ORDER NO,고객주문번호
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_DATE,1,PRODUCT DATE,제조일자
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_SEQUENCE,2,PRODUCT SEQUENCE,생산실적항번
IP_ASSEMBLY_RESULT_BARCODE,ORGANIZATION_ID,3,ORGANIZATION ID,조직ID
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_LINE_TYPE,4,PRODUCT LINE TYPE,라인타입
IP_ASSEMBLY_RESULT_BARCODE,LQC_INSPECT_RESULT,5,LQC INSPECT RESULT,LQC 검사결과
IP_ASSEMBLY_RESULT_BARCODE,PLAN_DATE,6,PLAN DATE,계획일자
IP_ASSEMBLY_RESULT_BARCODE,WORK_DIVISION,7,WORK DIVISION,작업구분
IP_ASSEMBLY_RESULT_BARCODE,LQC_INSPECT_NO,8,LQC INSPECT NO,LQC번호
IP_ASSEMBLY_RESULT_BARCODE,OQC_INSPECT_NO,9,OQC INSPECT NO,제품품질검사번호
IP_ASSEMBLY_RESULT_BARCODE,OQC_INSPECT_RESULT,10,OQC INSPECT RESULT,OQC 검사결과
IP_ASSEMBLY_RESULT_BARCODE,RECEIPT_DATE,11,RECEIPT DATE,입고일자
IP_ASSEMBLY_RESULT_BARCODE,RECEIPT_SEQUENCE,12,RECEIPT SEQUENCE,입고항번
IP_ASSEMBLY_RESULT_BARCODE,PLAN_DATE_SEQUENCE,13,PLAN DATE SEQUENCE,항번
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_ACTUAL_STATUS,14,PRODUCT ACTUAL STATUS,생산실적상태
IP_ASSEMBLY_RESULT_BARCODE,ITEM_CODE,15,ITEM CODE,품목코드
IP_ASSEMBLY_RESULT_BARCODE,RECEIPT_YN,16,RECEIPT YN,입고Y/N
IP_ASSEMBLY_RESULT_BARCODE,MFS,17,MFS,제조번호
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_ACTUAL_QTY,18,PRODUCT ACTUAL QTY,실적수량
IP_ASSEMBLY_RESULT_BARCODE,LINE_CODE,19,LINE CODE,라인명
IP_ASSEMBLY_RESULT_BARCODE,WORKSTAGE_CODE,20,WORKSTAGE CODE,공정명
IP_ASSEMBLY_RESULT_BARCODE,MACHINE_CODE,21,MACHINE CODE,설비코드
IP_ASSEMBLY_RESULT_BARCODE,ENTER_DATE,22,ENTER DATE,등록일자
IP_ASSEMBLY_RESULT_BARCODE,ENTER_BY,23,ENTER BY,등록자
IP_ASSEMBLY_RESULT_BARCODE,LAST_MODIFY_DATE,24,LAST MODIFY DATE,최종수정일자
IP_ASSEMBLY_RESULT_BARCODE,LAST_MODIFY_BY,25,LAST MODIFY BY,최종수정자
IP_ASSEMBLY_RESULT_BARCODE,LOT_DIVIDE_YN,26,LOT DIVIDE YN,롯트분할유무
IP_ASSEMBLY_RESULT_BARCODE,SUB_MFS,27,SUB MFS,부D/O번호
IP_ASSEMBLY_RESULT_BARCODE,INVOICE_NO,28,INVOICE NO,전표번호
IP_ASSEMBLY_RESULT_BARCODE,CUSTOMER_ORDER_NO,29,CUSTOMER ORDER NO,고객주문번호
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_START_TIME,30,PRODUCT START TIME,생산시작시간
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_END_TIME,31,PRODUCT END TIME,생산종료시간
IP_ASSEMBLY_RESULT_BARCODE,REQUEST_LQC_INSPECT,32,REQUEST LQC INSPECT,LQC검사신청
IP_ASSEMBLY_RESULT_BARCODE,CUSTOMER_ORDER_NO_ORIGIN,33,CUSTOMER ORDER NO ORIGIN,고객주문번호(원)
IP_ASSEMBLY_RESULT_BARCODE,REQUEST_OQC_INSPECT,34,REQUEST OQC INSPECT,OQC검사신청
IP_ASSEMBLY_RESULT_BARCODE,TRANS_WORKSTAGE_CODE,35,TRANS WORKSTAGE CODE,인수인계공정코드
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_PRICE,36,PRODUCT PRICE,제품가격
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_AMT,37,PRODUCT AMT,제품금액
IP_ASSEMBLY_RESULT_BARCODE,BARCODE,38,BARCODE,바코드
IP_ASSEMBLY_RESULT_BARCODE,MOLD_CODE,39,MOLD CODE,부자재코드
IP_ASSEMBLY_RESULT_BARCODE,MOLD_VERSION,40,MOLD VERSION,부자재버젼
IP_ASSEMBLY_RESULT_BARCODE,MOLD_SET_SERIAL,41,MOLD SET SERIAL,부자재시리얼
IP_ASSEMBLY_RESULT_BARCODE,MODEL_SN,42,MODEL SN,모델 SN
IP_ASSEMBLY_RESULT_BARCODE,BARCODE_SN,43,BARCODE SN,바코드 SN
IP_ASSEMBLY_RESULT_BARCODE,PRODUCT_ACTUAL_TIME,44,PRODUCT ACTUAL TIME,실적일시
IP_ASSEMBLY_RESULT_BARCODE,SHIFT_CODE,45,SHIFT CODE,교대조
IP_ASSEMBLY_RESULT_BARCODE,WORKSTAGE_ISSUE_YN,46,WORKSTAGE ISSUE YN,
IP_ASSEMBLY_RESULT_HISTORY,PRODUCT_DATE,1,PRODUCT DATE,제조일자
IP_ASSEMBLY_RESULT_HISTORY,PRODUCT_SEQUENCE,2,PRODUCT SEQUENCE,생산실적항번
IP_ASSEMBLY_RESULT_HISTORY,ORGANIZATION_ID,3,ORGANIZATION ID,조직ID
IP_ASSEMBLY_RESULT_HISTORY,PRODUCT_LINE_TYPE,4,PRODUCT LINE TYPE,라인타입
IP_ASSEMBLY_RESULT_HISTORY,LQC_INSPECT_RESULT,5,LQC INSPECT RESULT,LQC 검사결과
IP_ASSEMBLY_RESULT_HISTORY,PLAN_DATE,6,PLAN DATE,계획일자
IP_ASSEMBLY_RESULT_HISTORY,WORK_DIVISION,7,WORK DIVISION,작업구분
IP_ASSEMBLY_RESULT_HISTORY,LQC_INSPECT_NO,8,LQC INSPECT NO,LQC번호
IP_ASSEMBLY_RESULT_HISTORY,OQC_INSPECT_NO,9,OQC INSPECT NO,제품품질검사번호
IP_ASSEMBLY_RESULT_HISTORY,OQC_INSPECT_RESULT,10,OQC INSPECT RESULT,OQC 검사결과
IP_ASSEMBLY_RESULT_HISTORY,RECEIPT_DATE,11,RECEIPT DATE,입고일자
IP_ASSEMBLY_RESULT_HISTORY,RECEIPT_SEQUENCE,12,RECEIPT SEQUENCE,입고항번
IP_ASSEMBLY_RESULT_HISTORY,PLAN_DATE_SEQUENCE,13,PLAN DATE SEQUENCE,항번
IP_ASSEMBLY_RESULT_HISTORY,PRODUCT_ACTUAL_STATUS,14,PRODUCT ACTUAL STATUS,생산실적상태
IP_ASSEMBLY_RESULT_HISTORY,ITEM_CODE,15,ITEM CODE,품목코드
IP_ASSEMBLY_RESULT_HISTORY,RECEIPT_YN,16,RECEIPT YN,입고Y/N
IP_ASSEMBLY_RESULT_HISTORY,MFS,17,MFS,제조번호
IP_ASSEMBLY_RESULT_HISTORY,PRODUCT_ACTUAL_QTY,18,PRODUCT ACTUAL QTY,실적수량
IP_ASSEMBLY_RESULT_HISTORY,LINE_CODE,19,LINE CODE,라인명
IP_ASSEMBLY_RESULT_HISTORY,WORKSTAGE_CODE,20,WORKSTAGE CODE,공정명
IP_ASSEMBLY_RESULT_HISTORY,MACHINE_CODE,21,MACHINE CODE,설비코드
IP_ASSEMBLY_RESULT_HISTORY,ENTER_DATE,22,ENTER DATE,등록일자
IP_ASSEMBLY_RESULT_HISTORY,ENTER_BY,23,ENTER BY,등록자
IP_ASSEMBLY_RESULT_HISTORY,LAST_MODIFY_DATE,24,LAST MODIFY DATE,최종수정일자
IP_ASSEMBLY_RESULT_HISTORY,LAST_MODIFY_BY,25,LAST MODIFY BY,최종수정자
IP_ASSEMBLY_RESULT_HISTORY,SUB_MFS,26,SUB MFS,부D/O번호
IP_ASSEMBLY_RESULT_HISTORY,INVOICE_NO,27,INVOICE NO,전표번호
IP_ASSEMBLY_RESULT_HISTORY,LOT_DIVIDE_YN,28,LOT DIVIDE YN,롯트분할유무
IP_ASSEMBLY_RESULT_HISTORY,PRODUCT_START_TIME,29,PRODUCT START TIME,생산시작시간
IP_ASSEMBLY_RESULT_HISTORY,PRODUCT_END_TIME,30,PRODUCT END TIME,생산종료시간
IP_ASSEMBLY_RESULT_HISTORY,REQUEST_LQC_INSPECT,31,REQUEST LQC INSPECT,LQC검사신청
IP_ASSEMBLY_RESULT_HISTORY,CUSTOMER_ORDER_NO_ORIGIN,32,CUSTOMER ORDER NO ORIGIN,고객주문번호(원)
IP_ASSEMBLY_RESULT_HISTORY,TRANS_WORKSTAGE_CODE,33,TRANS WORKSTAGE CODE,인수인계공정코드
IP_ASSEMBLY_RESULT_HISTORY,REQUEST_OQC_INSPECT,34,REQUEST OQC INSPECT,OQC검사신청
IP_ASSEMBLY_RESULT_HISTORY,PRODUCT_PRICE,35,PRODUCT PRICE,제품가격
