"Seq","Level","Item Type","Part No","Substitute Flag","Supply Type","Status","Component Qty","Extended Qty","UOM","From Date","To Date","Item Desc","Item Spec","SVC CODE","ECO No","Parent Part No","Remarks","Location Info.","Substitute Item","Item Spec"
19,1,"PU","0ISML-0040A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","Power Integration IC","SM4047 SILICON MITUS MNT VDD BOOST + VGH BOOST + VGL C/P +VGLUD C/P + VCC BUCK + L/S 8CH + OPAMP + DISCHARGING + GPM + PVCOM QFN R/TP 48","","","6871L-4126C","","US1","",""
20,1,"PU","0LCAA-0089A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","Coil Inductor","CMI-DOP3910NH-6R8M COIL MASTER 6.8 UH M=20% 0.9 A 0.26 OHM 3.9X3.9X1 (MM) R/TP","","","6871L-4126C","","L2","",""
21,1,"PU","0RH3902C422","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","39K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R43,R97","",""
22,1,"PU","0RH0000C622","N","Supplier","Active",11,11,"EA","2017-01-02 17:26:00","","chip Resistor","0 ohm 1/16W 1608 5% R/TP","","","6871L-4126C","","R115,R118,R119,R123,R124,R125,R134,R141,R143,R166,R64","",""
23,1,"PU","0FSLO-0012A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","Slow Blow Fuse","F0603HI2500V032TM AEM Cupper/Nickel 32V 2.5A UL 1.6X0.8X0.95 (MM) R/TP","","","6871L-4126C","","F1","",""
24,1,"PU","0CH2A-0080A","N","Supplier","Active",8,8,"EA","2017-01-02 17:26:00","","MLCC","2.2uF K 10V X5R 0.55mm 1005 R/TP","","","6871L-4126C","","C118,C119,C120,C121,C20,C40,C7,C93","",""
25,1,"PU","0CH2473K562","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","MLCC","47nF K 50V X7R 0.95mm 1608 R/TP","","","6871L-4126C","","C67","",""
26,1,"PU","0RH1102C422","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","11K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R36,R40","",""
27,1,"PU","0DHZL-0090A","N","Assembly Pull","Active",2,2,"EA","2017-01-02 17:26:00","","Schottky Diode","SDS7000 AUK SOT-23 R/TP","","","6871L-4126C","","D2,D5","",""
28,1,"PU","0ISGL-0008E","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","EEPROM","M24C04-FDW6TP ST 4K 5MS 1.7V SUPPLY VOLTAGE TSSOP R/TP 8","","","6871L-4126C","","U1","",""
29,1,"PU","0RH1801C422","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","1.8K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R22,R26","",""
30,1,"PU","0CH2A-0010A","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","MLCC","33nF M 25V X7R 0.9mm 1608 R/TP","","","6871L-4126C","","C78","",""
31,1,"PU","0RH1000B422","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","100 ohm 1/16W 1005 1% R/TP","","","6871L-4126C","","R69,R72","",""
32,1,"PU","0RH4703C422","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","chip Resistor","470K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R104","",""
33,1,"PU","0CH2A-0004A","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","MLCC","10uF K 10V X5R 1.8mm 3216 R/TP","","","6871L-4126C","","C47,C58","",""
34,1,"PU","0CH2A-0091A","N","Supplier","Active",19,19,"EA","2017-01-02 17:26:00","","MLCC","1uF K 25V X5R 0.6mm 1005 R/TP","","","6871L-4126C","","C10,C104,C11,C12,C13,C14,C15,C16,C17,C21,C3,C31,C39,C41,C44,C5,C8,C92,C98","",""
35,1,"PU","0CH2A-0030A","N","Supplier","Active",13,13,"EA","2017-01-02 17:26:00","","MLCC","1uF K 10V X5R 0.55mm 1005 R/TP","","","6871L-4126C","","C100,C18,C19,C33,C34,C35,C36,C37,C38,C4,C42,C6,C99","",""
36,1,"PU","6630L-0180A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","Wire-Board Connector","IS100-L30O-C23 UJU 30PIN 1.0MM Angle Female R/TP 2.3MM Y Sn","","","6871L-4126C","","CN1","",""
37,1,"PU","0CH2A-0088A","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","MLCC","3.3nF K 50V X7R 0.9mm 1608 R/TP","","","6871L-4126C","","C61","",""
38,1,"PU","0CH2104H942","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","MLCC","0.1uF Z 25V Y5V 0.9mm 1608 R/TP","","","6871L-4126C","","C64","",""
39,1,"PU","0DHZL-0076A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","Zener Diode","SDZ3V3D AUK SOD-323 R/TP","","","6871L-4126C","","ZD1","",""
40,1,"PU","0RH5603C422","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","560K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R126,R131","",""
41,1,"PU","0CH2222K562","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","MLCC","2.2nF K 50V X7R 0.9mm 1608 R/TP","","","6871L-4126C","","C114,C60","",""
42,1,"PU","0CH2A-0015A","N","Supplier","Active",8,8,"EA","2017-01-02 17:26:00","","MLCC","1uF K 25V X5R 0.9mm 1608 R/TP","","","6871L-4126C","","C57,C70,C72,C85,C87,C88,C89,C90","",""
43,1,"PU","0RH3602C422","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","36K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R41,R44","",""
44,1,"PU","0DHZL-0165A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","ESD Protection Diode","SD05 DIODES SOD-323 R/TP","","","6871L-4126C","","D1","",""
45,1,"PU","0RH3300C422","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","chip Resistor","330 ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R90","",""
46,1,"PU","0RH7501C422","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","7.5K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R103,R74","",""
47,1,"PU","0RH0000B622","N","Supplier","Active",41,41,"EA","2017-01-02 17:26:00","","chip Resistor","0 ohm 1/16W 1005 5% R/TP","","","6871L-4126C","","R101,R121,R128,R129,R130,R133,R145,R146,R149,R15,R161,R162,R163,R18,R19,R2,R27,R28,R29,R3,R30,R4,R46,R47,R48,R49,R55,R56,R57,R58,R65,R66,R67,R68,R78,R79,R80,R81,R92,R93,R98","",""
48,1,"PU","0RH1001C422","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","chip Resistor","1K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R85","",""
49,1,"PU","0RH0221C622","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","2.2 ohm 1/16W 1608 5% R/TP","","","6871L-4126C","","R102,R122","",""
50,1,"PU","0CH2102K562","N","Supplier","Active",5,5,"EA","2017-01-02 17:26:00","","MLCC","1NF K 50V X7R 0.9mm 1608 R/TP","","","6871L-4126C","","C63,C65,C73,C80,C82","",""
51,1,"PU","0RH5101C422","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","chip Resistor","5.1K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R116","",""
52,1,"PU","0ISWL-0202A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","Timing Controller","SW0679 SIW LVDS 6/8 2 EPI 6 3/4 DRD SGIP 4/6/8P AFRC DGA SD SM L80 SFA Z-INV ESD LOWELL15 MLF TR 48","","","6871L-4126C","","UC1","",""
53,1,"PU","0LCAA-0039A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","Coil Inductor","DP8L18F-100M COIL MASTER 10uH M=20% 1.9A 114m Ohm 8.1x6.8x1.8 R/TP","","","6871L-4126C","","L1","",""
54,1,"PU","0RH1601C422","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","chip Resistor","1.6K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R95,R96","",""
55,1,"PU","0RH1003C422","N","Supplier","Active",3,3,"EA","2017-01-02 17:26:00","","chip Resistor","100K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R110,R24,R61","",""
56,1,"PU","0DHZL-0131A","N","Assembly Pull","Active",1,1,"EA","2017-01-02 17:26:00","","Schottky Diode","SDB0740 AUK SOT-23 R/TP","","","6871L-4126C","","D4","",""
57,1,"PU","0RH0472B622","N","Supplier","Active",22,22,"EA","2017-01-02 17:26:00","","chip Resistor","47 ohm 1/16W 1005 5% R/TP","","","6871L-4126C","","R10,R11,R12,R13,R14,R147,R148,R150,R151,R152,R153,R154,R155,R156,R157,R158,R16,R17,R5,R6,R7,R9","",""
58,1,"PU","6200C-0014A","N","Assembly Pull","Active",2,2,"EA","2017-01-02 17:26:00","","Bead Core Filter","BLM18EG601SN1D MURATA 600 OHM 1.6X0.8 R/TP","","","6871L-4126C","","FL1,FL4","",""
59,1,"PU","0CH2A-0258A","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","MLCC","1UF K 25V X7R 0.9mm 1608 R/TP","","","6871L-4126C","","C115","",""
60,1,"XX","6870S-2061A","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","Bare PCB","LM230WF9-SJA1 2L 0.6 479.25*82 4 J Source 112 Single Side","","","6871L-4126C","","","",""
61,1,"PU","0CH2A-0289A","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","MLCC","1UF K 25V X6S 0.6mm 1005 R/TP","","","6871L-4126C","","C76","",""
62,1,"PU","0CH2A-0155A","N","Supplier","Active",2,2,"EA","2017-01-02 17:26:00","","MLCC","1UF K 25V X7R 0.95mm 1608 R/TP","","","6871L-4126C","","C71,C74","",""
63,1,"PU","0RH9101C422","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","chip Resistor","9.1K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R32","",""
64,1,"PU","0RHAA-0015A","N","Supplier","Active",1,1,"EA","2017-01-02 17:26:00","","chip Resistor","43K ohm 1/16W 1608 1% R/TP","","","6871L-4126C","","R38","",""
