"Seq","Level","Item Type","Part No","Substitute Flag","Supply Type","Status","Component Qty","Extended Qty","UOM","From Date","To Date","Item Desc","Item Spec","SVC CODE","ECO No","Parent Part No","Remarks","Location Info.","Substitute Item","Item Spec"
16,1,"PU","0RH9101C422","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","9.1K ohm 1/16W 1608 1% R/TP","","","6871L-3966A","","R118","",""
17,1,"PU","0RH1002B422","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","10K ohm 1/16W 1005 1% R/TP","","","6871L-3966A","","R113","",""
18,1,"PU","0RH2001C422","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","2K ohm 1/16W 1608 1% R/TP","","","6871L-3966A","","R116","",""
19,1,"PU","0CH2A-0277A","N","Supplier","Active",5,5,"EA","2014-06-16 17:50:38","","MLCC","10UF K 25V X7R 1.5mm 2012 R/TP","","","6871L-3966A","","C124,C125,C126,C135,C136","",""
20,1,"PU","0RH1501C422","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","1.5K ohm 1/16W 1608 1% R/TP","","","6871L-3966A","","R110","",""
21,1,"PU","0CH2A-0135A","N","Assembly Pull","Active",2,2,"EA","2014-06-16 17:50:38","","MLCC","10UF K 10V X7R 1.4mm 2012 R/TP","","","6871L-3966A","","C111,C112","",""
22,1,"PU","0CH2102K568","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","MLCC","1nF K 50V X7R 0.55mm 1005 R/TP","","","6871L-3966A","","C132","",""
23,1,"PU","6322L-0022A","N","Assembly Pull","Active",1,1,"EA","2014-06-16 17:50:38","","Thermistor","47K OHM (JOINSET) +-5% 100 MW 0.21 MA 4050K 1005 R/TP","","","6871L-3966A","","RT1","",""
24,1,"PU","0RHAA-0031A","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","20K ohm 1/16W 1005 1% R/TP","","","6871L-3966A","","R30","",""
25,1,"PU","0CH2A-0058A","N","Supplier","Active",4,4,"EA","2014-06-16 17:50:38","","MLCC","15pF J 50V C0G 0.55mm 1005 R/TP","","","6871L-3966A","","C137,C138,C139,C140","",""
26,1,"PU","6630L-0329B","Y","Assembly Pull","Active",2,2,"EA","2014-06-16 17:50:38","","FFC/FPC Connector","TF06LC-50S-0.5SH HIROSE 50 0.5 MM FFC Angle Bottom R/TP Locking AU","","","6871L-3966A","","CN3,CN4","6630L-0419B","PF050-L50B-C21-A, UJU, 50, 0.5 MM, FFC, Angle, Bottom, R/TP, Locking, AU"
27,1,"PU","6630L-0329B","Y","Assembly Pull","Active",2,2,"EA","2014-06-16 17:50:38","","FFC/FPC Connector","TF06LC-50S-0.5SH HIROSE 50 0.5 MM FFC Angle Bottom R/TP Locking AU","","","6871L-3966A","","CN3,CN4","6630L-0420B","GF05G-50S-MB, LS CABLE, 50, 0.5 MM, FFC, Angle, Bottom, R/TP, Locking, AU."
28,1,"PU","0ITLL-0089A","N","Assembly Pull","Active",1,1,"EA","2014-06-16 17:50:38","","Timing Controller","TL2375EP TLI LVDS 8 2 EPI 8 4 DGA DPC SGIP DRD REVERSE SSCG NEO14_D MLF TR 48","","","6871L-3966A","","UC1","",""
29,1,"PU","0RHAA-0002A","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","9.1K ohm 1/4W 3216 5% R/TP","","","6871L-3966A","","R107","",""
30,1,"PU","0CH2A-0064A","N","Supplier","Active",4,4,"EA","2014-08-14 12:45:41","","MLCC","470pF J 50V C0G 0.55mm 1005 R/TP","","AG14684901","6871L-3966A","","C117,C118,C170,C171","",""
31,1,"PU","0RH0000C622","N","Supplier","Active",4,4,"EA","2014-06-16 17:50:38","","chip Resistor","0 ohm 1/16W 1608 5% R/TP","","","6871L-3966A","","R104,R108,R111,R513","",""
32,1,"PU","0RHAA-0102A","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","6.8K ohm 1/16W 1005 1% R/TP","","","6871L-3966A","","R31","",""
33,1,"PU","0CH2A-0068A","N","Supplier","Active",2,2,"EA","2014-06-16 17:50:38","","MLCC","0.1uF K 10V X7R 0.55mm 1005 R/TP","","","6871L-3966A","","C128,C150","",""
34,1,"PU","0RH1000B422","N","Supplier","Active",2,2,"EA","2014-06-16 17:50:38","","chip Resistor","100 ohm 1/16W 1005 1% R/TP","","","6871L-3966A","","R8,R9","",""
35,1,"PU","0CH2A-0030A","N","Supplier","Active",2,2,"EA","2014-06-16 17:50:38","","MLCC","1uF K 10V X5R 0.55mm 1005 R/TP","","","6871L-3966A","","C141,C142","",""
36,1,"PU","0CH2A-0257A","N","Supplier","Active",2,2,"EA","2014-06-16 17:50:38","","MLCC","10UF K 16V X7R 1.5mm 2012 R/TP","","","6871L-3966A","","C105,C121","",""
37,1,"PU","0DHZL-0087A","N","Assembly Pull","Active",1,1,"EA","2014-08-14 12:45:41","","Schottky Diode","SMAB34 KEC SMA R/TP","","AG14684901","6871L-3966A","","D1","",""
38,1,"PU","0RHAA-0038A","N","Supplier","Active",4,4,"EA","2014-06-16 17:50:38","","chip Resistor","47 ohm 1/16W 1005 1% R/TP","","","6871L-3966A","","R129,R130,R133,R134","",""
39,1,"PU","6630L-0189B","Y","Assembly Pull","Active",1,1,"EA","2014-06-16 17:50:38","","Wire-Board Connector","GT05S-51S-H38 LS CABLE 51 0.5 MM Straight Female R/TP 3.8 Y AU","","","6871L-3966A","","CN1","6630L-0241B","IS050-C51B-C39-C, UJU, 51, 0.5 MM, Angle, Female, R/TP, 3.9 MM, Y, AU"
40,1,"PU","6630L-0189B","Y","Assembly Pull","Active",1,1,"EA","2014-06-16 17:50:38","","Wire-Board Connector","GT05S-51S-H38 LS CABLE 51 0.5 MM Straight Female R/TP 3.8 Y AU","","","6871L-3966A","","CN1","6630L-0182B","FI-RXE51S-HF, JAE, 51, 0.5 MM, Straight, Female, R/TP, 3.8, Y, AU"
41,1,"PU","0RHAA-0092A","N","Supplier","Active",3,3,"EA","2014-06-16 17:50:38","","chip Resistor","510 ohm 1/16W 1005 1% R/TP","","","6871L-3966A","","R1,R10,R2","",""
42,1,"PU","0IROL-0035A","N","Assembly Pull","Active",1,1,"EA","2014-06-16 17:50:38","","EEPROM","BR24T08-W2 ROHM 8K 5MS TSSOP-B8 R/TP 8","","","6871L-3966A","","U1","",""
43,1,"PU","0RH0221C622","N","Supplier","Active",2,2,"EA","2014-08-14 12:45:41","","chip Resistor","2.2 ohm 1/16W 1608 5% R/TP","","AG14684901","6871L-3966A","","R122,R170","",""
44,1,"PU","0RHAA-0091A","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","47K ohm 1/16W 1005 1% R/TP","","","6871L-3966A","","R119","",""
45,1,"PU","0RH0000B622","N","Supplier","Active",10,10,"EA","2014-06-16 17:50:38","","chip Resistor","0 ohm 1/16W 1005 5% R/TP","","","6871L-3966A","","R100,R601,R602,R603,R606,R607,R610,R611,R612,R613","",""
46,1,"PU","0FS2001A082","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","Slow Blow Fuse","452002.MRL LITTELFUSE Nickel 125V 2A UL/CSA 6.1X2.69X2.69 R/TP","","","6871L-3966A","","F1","",""
47,1,"PU","0RH1001C422","N","Supplier","Active",1,1,"EA","2014-06-16 17:50:38","","chip Resistor","1K ohm 1/16W 1608 1% R/TP","","","6871L-3966A","","R505","",""
48,1,"PU","0RHAA-0032A","N","Supplier","Active",3,3,"EA","2014-06-16 17:50:38","","chip Resistor","100K ohm 1/16W 1005 1% R/TP","","","6871L-3966A","","R106,R109,R124","",""
49,1,"PU","0CH2A-0255A","N","Assembly Pull","Active",8,8,"EA","2014-06-16 17:50:38","","MLCC","1UF K 6.3V X7R 0.6mm 1005 R/TP","","","6871L-3966A","","C10,C113,C2,C3,C4,C5,C6,C8","",""
50,1,"PU","0CH2A-0296A","N","Supplier","Active",3,3,"EA","2014-08-14 12:45:41","","MLCC","0.1UF K 25V X7R 0.55mm 1005 R/TP","","AG14684901","6871L-3966A","","C103,C109,C119","",""
51,1,"PU","0CH2A-0061A","N","Supplier","Active",2,2,"EA","2014-08-14 12:45:41","","MLCC","270pF J 50V C0G 0.55mm 1005 R/TP","","AG14684901","6871L-3966A","","C129,C130","",""
52,1,"PU","6200P-0001A","N","Assembly Pull","Active",2,2,"EA","2014-08-14 12:45:41","","Power Filter","BLM18PG600SN1D MURATA 60 Ohm 1.6x0.8x0.8 R/TP","","AG14684901","6871L-3966A","","FL201,FL202","",""
53,1,"PU","0ITIL-0121D","N","Assembly Pull","Active",1,1,"EA","2014-08-14 12:45:41","","Power Integration IC","TPS65175C TI TV TV VDD BOOST VCC BUCK HVDD BUCKVGH/VGL C/P VCOM CALIBRATOR OPAMP 6CH P-GAMMA LEVEL SHIFTER QFN 56 QFN R/TP 56","","AG14684901","6871L-3966A","","U11","",""
54,1,"PU","0DHZL-0111A","N","Assembly Pull","Active",1,1,"EA","2014-08-14 12:45:41","","Schottky Diode","RB055LA-40 ROHM PNDT R/TP","","AG14684901","6871L-3966A","","D2","",""
55,1,"PU","0RHAA-0122A","N","Supplier","Active",2,2,"EA","2014-08-14 12:45:41","","chip Resistor","4.7 Ohm 1/16W 1608 1% R/TP","","AG14684901","6871L-3966A","","R114,R115","",""
56,1,"PU","0DHZL-0172A","N","Assembly Pull","Active",1,1,"EA","2014-08-14 12:45:41","","ESD Protection Diode","D14V0H1U2WS-7 DIODES SOD323 R/TP","","AG14684901","6871L-3966A","","ZD2","",""
57,1,"PU","0TRRL-0026A","N","Assembly Pull","Active",1,1,"EA","2014-09-30 00:14:24","","Bipolar Transistor","NSM80101MT1G ON-SEMI NPN + DIODE R/TP SC-74(SOT23) CASE 138F 6","","AG14818701","6871L-3966A","","Q2","",""
58,1,"PU","0TRRL-0027A","N","Assembly Pull","Active",1,1,"EA","2014-09-30 00:14:24","","Bipolar Transistor","NSM80100MT1G ON-SEMI PNP + DIODE R/TP SC-74(SOT26) CASE 318F 6","","AG14818701","6871L-3966A","","Q1","",""
