"Seq","Level","Item Type","Part No","Substitute Flag","Supply Type","Status","Component Qty","Extended Qty","UOM","From Date","To Date","Item Desc","Item Spec","SVC CODE","ECO No","Parent Part No","Remarks","Location Info.","Substitute Item","Item Spec"
17,1,"PU","0CH2A-0261A","N","Assembly Pull","Active",2,2,"EA","2016-08-01 11:28:23","","MLCC","22UF K 25V X7R 2.7mm 3225 R/TP","","","6871L-5083A","","C110,C112","",""
18,1,"PU","0RHAA-0040A","N","Supplier","Active",2,2,"EA","2016-08-01 11:28:23","","chip Resistor","56 ohm 1/16W 1005 1% R/TP","","","6871L-5083A","","R43,R44","",""
19,1,"PU","0RH1002C422","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","chip Resistor","10K ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R70","",""
20,1,"PU","0CH2A-0036A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","1UF K 50V X5R 1.0mm 3216 R/TP","","","6871L-5083A","","C42","",""
21,1,"PU","0RH1202C422","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","chip Resistor","12K ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R26","",""
22,1,"PU","0CH2A-0167A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","1.2NF K 50V X7R 0.9mm 1608 R/TP","","","6871L-5083A","","C100","",""
23,1,"PU","0CH2A-0060A","N","Supplier","Active",7,7,"EA","2016-08-01 11:28:23","","MLCC","220pF J 50V C0G 0.55mm 1005 R/TP","","","6871L-5083A","","C141,C142,C143,C144,C145,C146,C66","",""
24,1,"PU","0CH2A-0024A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","10uF K 25V X7R 2.2mm 3225 R/TP","","","6871L-5083A","","C113","",""
25,1,"PU","0RH9101C422","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","chip Resistor","9.1K ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R64","",""
26,1,"PU","0ITIL-0121A","N","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","Power Integration IC","TPS65175 TI TV VDD BOOST+VCC BUCK+HVDD BUCK+VGH C/P CTRL+VGL C/P CTRL+6CH GMA+PVCOM+OPAMP+RESET+L/S QFN R/TP 56","","","6871L-5083A","","U10","",""
27,1,"PU","0RH2002C422","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","chip Resistor","20K ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R12","",""
28,1,"PU","0CH2A-0156A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","1UF K 50V X5R 0.95mm 2012 R/TP","","","6871L-5083A","","C54","",""
29,1,"PU","0CH2A-0064A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","470pF J 50V C0G 0.55mm 1005 R/TP","","","6871L-5083A","","C65","",""
30,1,"PU","0CH2A-0245A","N","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","22UF M 25V X5R 1.4mm 2012 R/TP","","","6871L-5083A","","C111","",""
31,1,"PU","0CH2A-0203A","N","Supplier","Active",2,2,"EA","2016-08-01 11:28:23","","MLCC","0.1UF K 25V X5R 0.55mm 1005 R/TP","","","6871L-5083A","","C43,C52","",""
32,1,"PU","0CH2A-0238A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","1UF K 50V X5R 0.9mm 1608 R/TP","","","6871L-5083A","","C51","",""
33,1,"PU","0TRRL-0026A","N","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","Bipolar Transistor","NSM80101MT1G ON-SEMI NPN + DIODE R/TP SC-74(SOT23) CASE 138F 6","","","6871L-5083A","","Q1","",""
34,1,"PU","0LCZZ-0026B","N","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","Chip Inductor","CPI2520NHY6R8ME SAMHWA 6.8 M=20% 1.2 2.5¡¿2¡¿1 R/TP","","","6871L-5083A","","L3","",""
35,1,"PU","0DR051409AA","N","Assembly Pull","Active",2,2,"EA","2016-08-01 11:28:23","","Schottky Diode","RB051L-40 ROHM SOD-106 R/TP","","","6871L-5083A","","D1,D2","",""
36,1,"PU","0CH2A-0152A","N","Supplier","Active",12,12,"EA","2016-08-01 11:28:23","","MLCC","10UF K 25V X5R 1.4mm 2012 R/TP","","","6871L-5083A","","C131,C133,C60,C61,C62,C63,C70,C71,C72,C81,C82,C91","",""
37,1,"PU","0ISGL-0008E","N","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","EEPROM","M24C04-FDW6TP ST 4K 5MS 1.7V SUPPLY VOLTAGE TSSOP R/TP 8","","","6871L-5083A","","U5","",""
38,1,"PU","0ITLL-0081A","N","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","Timing Controller","TL2357ML TLI LVDS 8 1 MINI-LVDS 6 1 SGIP DPC AFRC HUSH13 MLF TR 40","","","6871L-5083A","","UC1","",""
39,1,"PU","0CH5560K418","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","56pF J 50V C0G 0.55mm 1005 R/TP","","","6871L-5083A","","C20","",""
40,1,"PU","0TRRL-0027A","N","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","Bipolar Transistor","NSM80100MT1G ON-SEMI PNP + DIODE R/TP SC-74(SOT26) CASE 318F 6","","","6871L-5083A","","Q2","",""
41,1,"PU","0CH2A-0032A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","0.1uF K 10V X5R 0.55mm 1005 R/TP","","","6871L-5083A","","C14","",""
42,1,"PU","0RHAA-0122A","N","Supplier","Active",2,2,"EA","2016-08-01 11:28:23","","chip Resistor","4.7 Ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R72,R73","",""
43,1,"PU","6630L-0672A","Y","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","FFC/FPC Connector","05002HR-H50Y1 YEONHO 50 0.5 FFC Angle Bottom R/TP Non- Locking AU","","","6871L-5083A","","CN2","6630L-0329B","TF06LC-50S-0.5SH, HIROSE, 50, 0.5 MM, FFC, Angle, Bottom, R/TP, Locking, AU"
44,1,"PU","6630L-0672A","Y","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","FFC/FPC Connector","05002HR-H50Y1 YEONHO 50 0.5 FFC Angle Bottom R/TP Non- Locking AU","","","6871L-5083A","","CN2","6630L-0420B","GF05G-50S-MB, LS CABLE, 50, 0.5 MM, FFC, Angle, Bottom, R/TP, Locking, AU."
45,1,"PU","6630L-0672A","Y","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","FFC/FPC Connector","05002HR-H50Y1 YEONHO 50 0.5 FFC Angle Bottom R/TP Non- Locking AU","","","6871L-5083A","","CN2","6630L-0419B","PF050-L50B-C21-A, UJU, 50, 0.5 MM, FFC, Angle, Bottom, R/TP, Locking, AU"
46,1,"PU","0LCAA-0082B","N","Assembly Pull","Active",2,2,"EA","2016-08-01 11:28:23","","Coil Inductor","CMI-DP8040NH-220M COIL MASTER 22UH M=20% 2.2A 0.0858 OHM 8X8X4 (MM) R/TP","","","6871L-5083A","","L1,L2","",""
47,1,"PU","0RH0302C422","N","Supplier","Active",2,2,"EA","2016-08-01 11:28:23","","chip Resistor","30 ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R30,R31","",""
48,1,"PU","0CH2102K562","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","1NF K 50V X7R 0.9mm 1608 R/TP","","","6871L-5083A","","C1","",""
49,1,"PU","0RH5101C422","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","chip Resistor","5.1K ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R71","",""
50,1,"PU","0RH3601C422","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","chip Resistor","3.6K ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R46","",""
51,1,"PU","0CH2A-0137A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","4.7UF K 50V X7R 1.8mm 3216 R/TP","","","6871L-5083A","","C53","",""
52,1,"PU","6630L-0204A","Y","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","Wire-Board Connector","IS100-L30B-C23 UJU 30PIN 1.0MM Angle Female R/TP 2.3MM Y Sn","","","6871L-5083A","","CN1","6630L-0168A","FI-X30SSL-HF, JAE, 30PIN, 1.0MM, Angle, Female, R/TP, 1.0MM, Y, Sn"
53,1,"PU","0CH2A-0093A","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","MLCC","10UF K 16V X5R 0.95mm 2012 R/TP","","","6871L-5083A","","C120","",""
54,1,"PU","0RH3001C422","N","Supplier","Active",4,4,"EA","2016-08-01 11:28:23","","chip Resistor","3K ohm 1/16W 1608 1% R/TP","","","6871L-5083A","","R117,R118,R119,R120","",""
55,1,"PU","0RHAA-0043A","N","Supplier","Active",8,8,"EA","2016-08-01 11:28:23","","chip Resistor","82 ohm 1/16W 1005 1% R/TP","","","6871L-5083A","","R141,R142,R143,R144,R145,R146,R147,R148","",""
56,1,"PU","0FS1501F032","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","Slow Blow Fuse","046801.5 NR LITTLEFUSE Nickel 63V 1.5A UL/CSA 3.2*1.6*1.2 R/TP","","","6871L-5083A","","F1","",""
57,1,"PH","3921L-1271A","N","Phantom","Active",0.0036765,0.0036765,"EA","2016-08-01 11:28:23","","Packing Assembly","V15_32_C-PCB","","","6871L-5083A","","","",""
58,.2,"PU","3920L-3475A","N","Assembly Pull","Active",29,0.1066185,"EA","2016-01-08 17:12:34","","Packing","TRAY PET ROW C-PCB (10EA)","","","3921L-1271A","","","",""
59,.2,"PU","3850L-0207A","N","Assembly Pull","Active",1,0.0036765,"EA","2016-01-08 17:12:34","","Label","BOX YUPO 100X70","","","3921L-1271A","","","",""
60,.2,"PU","7250L-0041B","N","Assembly Pull","Active",1.5,0.00551475,"EA","2016-01-08 17:12:34","","Single Side Tape","CHANG JIN OPP Clear 70MM X 100M Pulling Tape","","","3921L-1271A","","","",""
61,.2,"PU","3890L-0097C","N","Assembly Pull","Active",1,0.0036765,"EA","2016-01-08 17:12:34","","Box","PAPER SW 468*355*301","","","3921L-1271A","","","",""
62,1,"PU","3850L-0217B","N","Assembly Pull","Active",1,1,"EA","2016-08-01 11:28:23","","Label","C-PCB YUPO 20*6_PCB LABEL","","","6871L-5083A","","","",""
63,1,"XX","6870C-0442B","N","Supplier","Active",1,1,"EA","2016-08-01 11:28:23","","Bare PCB","LC320DXE-SFR1-871 2L 1.0 105*40 7 N Control 124.2*299.2 Single Side","","","6871L-5083A","","","",""
