"Seq","Level","Item Type","Part No","Substitute Flag","Supply Type","Status","Component Qty","Extended Qty","UOM","From Date","To Date","Item Desc","Item Spec","SVC CODE","ECO No","Parent Part No","Remarks","Location Info.","Substitute Item","Item Spec"
27,1,"PU","6322L-0022A","N","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","Thermistor","47K OHM (JOINSET) +-5% 100 MW 0.21 MA 4050K 1005 R/TP","","","6871L-3653B","","RT1","",""
28,1,"PU","0RH2002C422","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","chip Resistor","20K ohm 1/16W 1608 1% R/TP","","","6871L-3653B","","R30","",""
29,1,"PU","0CH2A-0058A","N","Supplier","Active",4,4,"EA","2014-05-07 15:52:32","","MLCC","15pF J 50V C0G 0.55mm 1005 R/TP","","","6871L-3653B","","C137,C138,C139,C140","",""
30,1,"PU","6630L-0329B","Y","Assembly Pull","Active",2,2,"EA","2014-05-07 15:52:32","","FFC/FPC Connector","TF06LC-50S-0.5SH HIROSE 50 0.5 MM FFC Angle Bottom R/TP Locking AU","","","6871L-3653B","","CN3,CN4","6630L-0419B","PF050-L50B-C21-A, UJU, 50, 0.5 MM, FFC, Angle, Bottom, R/TP, Locking, AU"
31,1,"PU","6630L-0329B","Y","Assembly Pull","Active",2,2,"EA","2014-05-07 15:52:32","","FFC/FPC Connector","TF06LC-50S-0.5SH HIROSE 50 0.5 MM FFC Angle Bottom R/TP Locking AU","","","6871L-3653B","","CN3,CN4","6630L-0420B","GF05G-50S-MB, LS CABLE, 50, 0.5 MM, FFC, Angle, Bottom, R/TP, Locking, AU."
32,1,"PU","0CH2A-0156A","N","Supplier","Active",3,3,"EA","2014-05-07 15:52:32","","MLCC","1UF K 50V X5R 0.95mm 2012 R/TP","","","6871L-3653B","","C101,C102,C104","",""
33,1,"PU","0RHAA-0002A","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","chip Resistor","9.1K ohm 1/4W 3216 5% R/TP","","","6871L-3653B","","R107","",""
34,1,"PU","0ITLL-0091A","N","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","Timing Controller","TL2376EP TLI LVDS 8 2 EPI 8 4/8 DGA DPC SGIP OPC/PWM LTD DRD REVERSE SSCG NEO14 MLF TR 68","","","6871L-3653B","","UC1","",""
35,1,"PU","6212L-0002C","N","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","Resonator","10 MHZ 5000 PPM 33PF 3.2X1.3X0.7 MM R/TP CSTCE10M0G55HZ H/F","","","6871L-3653B","","RS1","",""
36,1,"PU","0CH2A-0064A","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","MLCC","470pF J 50V C0G 0.55mm 1005 R/TP","","","6871L-3653B","","C129,C130","",""
37,1,"PU","0RH0000C622","N","Supplier","Active",4,4,"EA","2014-05-07 15:52:32","","chip Resistor","0 ohm 1/16W 1608 5% R/TP","","","6871L-3653B","","R104,R108,R513,R514","",""
38,1,"PU","0CH2A-0203A","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","MLCC","0.1UF K 25V X5R 0.55mm 1005 R/TP","","","6871L-3653B","","C103,C109","",""
39,1,"PU","0RH2702C422","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","chip Resistor","27K ohm 1/16W 1608 1% R/TP","","","6871L-3653B","","R510","",""
40,1,"PU","0TRRL-0026A","N","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","Bipolar Transistor","NSM80101MT1G ON-SEMI NPN + DIODE R/TP SC-74(SOT23) CASE 138F 6","","","6871L-3653B","","Q2","",""
41,1,"PU","0RH1000B422","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","chip Resistor","100 ohm 1/16W 1005 1% R/TP","","","6871L-3653B","","R8,R9","",""
42,1,"PU","0CH2A-0030A","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","MLCC","1uF K 10V X5R 0.55mm 1005 R/TP","","","6871L-3653B","","C141,C142","",""
43,1,"PU","0CH2A-0257A","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","MLCC","10UF K 16V X7R 1.5mm 2012 R/TP","","","6871L-3653B","","C121","",""
44,1,"PU","0CH2A-0091A","N","Supplier","Active",6,6,"EA","2014-05-07 15:52:32","","MLCC","1uF K 25V X5R 0.6mm 1005 R/TP","","","6871L-3653B","","C100,C107,C108,C119,C123,C127","",""
45,1,"PU","0DHZL-0087A","N","Assembly Pull","Active",3,3,"EA","2014-05-07 15:52:32","","Schottky Diode","SMAB34 KEC SMA R/TP","","","6871L-3653B","","D1,D2,D3","",""
46,1,"PU","0RHAA-0038A","N","Supplier","Active",4,4,"EA","2014-05-07 15:52:32","","chip Resistor","47 ohm 1/16W 1005 1% R/TP","","","6871L-3653B","","R129,R130,R133,R134","",""
47,1,"PU","0IIML-0001A","N","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","OP Amplifier IC","IML7822 IML 4.5 to 16.5 100mA 75V/us 60MHz 2 MSOP R/TP 8","","","6871L-3653B","","OP1","",""
48,1,"PU","0RHAA-0092A","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","chip Resistor","510 ohm 1/16W 1005 1% R/TP","","","6871L-3653B","","R10","",""
49,1,"PU","0TRRL-0027A","N","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","Bipolar Transistor","NSM80100MT1G ON-SEMI PNP + DIODE R/TP SC-74(SOT26) CASE 318F 6","","","6871L-3653B","","Q1","",""
50,1,"PU","0RH6801C422","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","chip Resistor","6.8K ohm 1/16W 1608 1% R/TP","","","6871L-3653B","","R31","",""
51,1,"PU","0RHAA-0081A","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","chip Resistor","390 ohm 1/16W 1005 1% R/TP","","","6871L-3653B","","R126,R128","",""
52,1,"PU","0CH2A-0032A","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","MLCC","0.1uF K 10V X5R 0.55mm 1005 R/TP","","","6871L-3653B","","C128,C150","",""
53,1,"PU","0CH2A-0015A","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","MLCC","1uF K 25V X5R 0.9mm 1608 R/TP","","","6871L-3653B","","C500","",""
54,1,"PU","0RHAA-0122A","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","chip Resistor","4.7 Ohm 1/16W 1608 1% R/TP","","","6871L-3653B","","R114,R115","",""
55,1,"PU","0IROL-0035A","N","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","EEPROM","BR24T08-W2 ROHM 8K 5MS TSSOP-B8 R/TP 8","","","6871L-3653B","","U1","",""
56,1,"PU","0RH0221C622","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","chip Resistor","2.2 ohm 1/16W 1608 5% R/TP","","","6871L-3653B","","R122","",""
57,1,"PU","0RHAA-0067A","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","chip Resistor","270 ohm 1/16W 1005 1% R/TP","","","6871L-3653B","","R125,R127","",""
58,1,"PU","0RHAA-0091A","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","chip Resistor","47K ohm 1/16W 1005 1% R/TP","","","6871L-3653B","","R119","",""
59,1,"PU","0RH0000B622","N","Supplier","Active",6,6,"EA","2014-05-07 15:52:32","","chip Resistor","0 ohm 1/16W 1005 5% R/TP","","","6871L-3653B","","R100,R500,R501,R502,R505,R508","",""
60,1,"PU","0FS2001A082","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","Slow Blow Fuse","452002.MRL LITTELFUSE Nickel 125V 2A UL/CSA 6.1X2.69X2.69 R/TP","","","6871L-3653B","","F1","",""
61,1,"PU","0RH1001C422","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","chip Resistor","1K ohm 1/16W 1608 1% R/TP","","","6871L-3653B","","R511,R512","",""
62,1,"PU","6630L-0241B","Y","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","Wire-Board Connector","IS050-C51B-C39-C UJU 51 0.5 MM Angle Female R/TP 3.9 MM Y AU","","","6871L-3653B","","CN1","6630L-0189B","GT05S-51S-H38, LS CABLE, 51, 0.5 MM, Straight, Female, R/TP, 3.8, Y, AU"
63,1,"PU","6630L-0241B","Y","Assembly Pull","Active",1,1,"EA","2014-05-07 15:52:32","","Wire-Board Connector","IS050-C51B-C39-C UJU 51 0.5 MM Angle Female R/TP 3.9 MM Y AU","","","6871L-3653B","","CN1","6630L-0182B","FI-RXE51S-HF, JAE, 51, 0.5 MM, Straight, Female, R/TP, 3.8, Y, AU"
64,1,"PU","0CH2A-0093A","N","Supplier","Active",1,1,"EA","2014-05-07 15:52:32","","MLCC","10UF K 16V X5R 0.95mm 2012 R/TP","","","6871L-3653B","","C105","",""
65,1,"PU","6200L-J015A","N","Assembly Pull","Active",2,2,"EA","2014-05-07 15:52:32","","Bead Core Filter","BLM18PG300SN1D MURATA 30 ohm 1.6X0.8X0.8 MM R/TP","","","6871L-3653B","","FL201,FL202","",""
66,1,"PU","0RHAA-0032A","N","Supplier","Active",3,3,"EA","2014-05-07 15:52:32","","chip Resistor","100K ohm 1/16W 1005 1% R/TP","","","6871L-3653B","","R106,R109,R124","",""
67,1,"PU","0CH2A-0260A","N","Supplier","Active",2,2,"EA","2014-05-07 15:52:32","","MLCC","10UF K 25V X6S 1.5mm 2012 R/TP","","","6871L-3653B","","C135,C136","",""
