"Seq","Level","Item Type","Part No","Substitute Flag","Supply Type","Status","Component Qty","Extended Qty","UOM","From Date","To Date","Item Desc","Item Spec","SVC CODE","ECO No","Parent Part No","Remarks","Location Info.","Substitute Item","Item Spec"
43,1,"XX","0CH2A-0015A","N","Supplier","Active",28,28,"EA","2016-11-28 13:58:41","","MLCC","1uF K 25V X5R 0.9mm 1608 R/TP","","","6871L-5189A","","C1,C10,C100,C103,C11,C12,C13,C14,C15,C16,C17,C18,C19,C2,C21,C213,C214,C22,C38,C39,C4,C40,C41,C5,C72,C88,C89,C90","",""
44,1,"XX","0RH7501C422","N","Supplier","Active",3,3,"EA","2017-03-07 21:40:05","","chip Resistor","7.5K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R122,R125,R42","",""
45,1,"XX","0RH5601C422","N","Supplier","Active",1,1,"EA","2017-03-07 21:40:05","","chip Resistor","5.6K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R84","",""
46,1,"XX","0RH1201C422","N","Supplier","Active",2,2,"EA","2016-11-28 13:58:41","","chip Resistor","1.2K ohm 1/16W 1608 1% R/TP","","","6871L-5189A","","R100,R101","",""
47,1,"PU","0DHZL-0061A","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","Zener Diode","SDZ6V2D AUK SOD-323 R/TP","","","6871L-5189A","","ZD1","",""
48,1,"XX","0RH5101C422","N","Supplier","Active",2,2,"EA","2016-11-28 13:58:41","","chip Resistor","5.1K ohm 1/16W 1608 1% R/TP","","","6871L-5189A","","R110,R73","",""
49,1,"XX","0RH0000B622","N","Supplier","Active",18,18,"EA","2016-11-28 13:58:41","","chip Resistor","0 ohm 1/16W 1005 5% R/TP","","","6871L-5189A","","R116,R117,R118,R120,R134,R37,R38,R43,R44,R5,R55,R56,R6,R61,R62,R8,R86,R9","",""
50,1,"XX","0CH2473H562","N","Supplier","Active",2,2,"EA","2016-11-28 13:58:41","","MLCC","47nF K 25V X7R 0.9mm 1608 R/TP","","","6871L-5189A","","C80,C81","",""
51,1,"XX","0RH1001C422","N","Supplier","Active",5,5,"EA","2017-03-07 21:40:05","","chip Resistor","1K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R24,R30,R57,R59,R66","",""
52,1,"PU","6630L-0204A","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","Wire-Board Connector","IS100-L30B-C23 UJU 30PIN 1.0MM Angle Female R/TP 2.3MM Y Sn","","","6871L-5189A","","CN1","",""
53,1,"XX","0RH3001C422","N","Supplier","Active",2,2,"EA","2017-03-07 21:40:05","","chip Resistor","3K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R17,R33","",""
54,1,"PU","0ISML-0020B","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","Power Integration IC","SM4033A SILICON MITUS MNT BOOST BUCK OP-AMP GPM D/CPVCOM QFN R/TP 28","","","6871L-5189A","","US2","",""
55,1,"PU","0ITIL-0095A","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","PWM Controller","TPS62110 TI 3.1~17V BUCK CONVERTER QFN(4X4) R/TP 16","","","6871L-5189A","","U3","",""
56,1,"PU","6200L-J015A","N","Assembly Pull","Active",3,3,"EA","2016-11-28 13:58:41","","Bead Core Filter","BLM18PG300SN1D MURATA 30 ohm 1.6X0.8X0.8 MM R/TP","","","6871L-5189A","","FL2,FL3,FL4","",""
57,1,"XX","0LCAA-0024A","N","Supplier","Active",1,1,"EA","2016-11-28 13:58:41","","Coil Inductor","NR6012T_100ME KTY 10UH M=20% 1A 0.235  Ohm 6X6X1.2 R/TP","","","6871L-5189A","","L3","",""
58,1,"XX","0RH1601C422","N","Supplier","Active",2,2,"EA","2016-11-28 13:58:41","","chip Resistor","1.6K ohm 1/16W 1608 1% R/TP","","","6871L-5189A","","R141,R99","",""
59,1,"XX","0LCAA-0178A","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","Coil Inductor","NRS6020T100MMGG KTY 10UH M=20% 1.5A 0.15 OHM 6.0X6.0X2.0MM R/TP","","","6871L-5189A","","L2","",""
60,1,"PU","0IBCL-0001A","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","LDO Voltage Regulator","AZ1117CH-3.3TRG1 BCD FIX (3.3V) 1A SOT-223 R/TP 4","","","6871L-5189A","","US1","",""
61,1,"XX","0RH1200C422","N","Supplier","Active",1,1,"EA","2016-11-28 13:58:41","","chip Resistor","120 ohm 1/16W 1608 1% R/TP","","","6871L-5189A","","R106","",""
62,1,"XX","0RH2400C422","N","Supplier","Active",1,1,"EA","2016-11-28 13:58:41","","chip Resistor","240 OHM 1/16W 1608 1% R/TP","","","6871L-5189A","","R11","",""
63,1,"XX","0CH2A-0013A","N","Supplier","Active",6,6,"EA","2016-11-28 13:58:41","","MLCC","10uF K 25V X5R 1.8mm 3216 R/TP","","","6871L-5189A","","C77,C86,C87,C93,C94,C95","",""
64,1,"PU","6870S-2605A","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","Bare PCB","LB190E02-SL02-5W1 2L 0.8 360X27 4 N Source 72 Single Side","","","6871L-5189A","","","",""
65,1,"XX","0RH5602C422","N","Supplier","Active",2,2,"EA","2017-02-07 09:23:46","","chip Resistor","56K ohm 1/16W 1608 1% R/TP","","AG17069601","6871L-5189A","","R18,R85","",""
66,1,"PU","0ISGL-0008E","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","EEPROM","M24C04-FDW6TP ST 4K 5MS 1.7V SUPPLY VOLTAGE TSSOP R/TP 8","","","6871L-5189A","","U2","",""
67,1,"XX","0RH1003C422","N","Supplier","Active",1,1,"EA","2016-11-28 13:58:41","","chip Resistor","100K ohm 1/16W 1608 1% R/TP","","","6871L-5189A","","R77","",""
68,1,"PU","0DHZL-0034B","N","Assembly Pull","Active",1,1,"EA","2016-11-28 13:58:41","","Schottky Diode","RB060M-30GTR ROHM PMDU R/TP","","","6871L-5189A","","D4","",""
69,1,"XX","0CH2A-0007A","N","Supplier","Active",2,2,"EA","2016-11-28 13:58:41","","MLCC","1uF K 10V X5R 0.9mm 1608 R/TP","","","6871L-5189A","","C60,C62","",""
70,1,"XX","0RH1801C422","N","Assembly Pull","Active",2,2,"EA","2017-02-07 09:23:46","","chip Resistor","1.8K ohm 1/16W 1608 1% R/TP","","AG17069601","6871L-5189A","","R28,R34","",""
71,1,"XX","0RH4700C422","N","Assembly Pull","Active",2,2,"EA","2017-02-07 09:23:46","","chip Resistor","470 ohm 1/16W 1608 1% R/TP","","AG17069601","6871L-5189A","","R19,R22","",""
72,1,"XX","0RH2202C422","N","Assembly Pull","Active",1,1,"EA","2017-02-07 09:23:46","","chip Resistor","22K ohm 1/16W 1608 1% R/TP","","AG17069601","6871L-5189A","","R96","",""
73,1,"XX","0RH8202C422","N","Assembly Pull","Active",1,1,"EA","2017-03-07 21:40:05","","chip Resistor","82K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R89","",""
74,1,"XX","0RH1302C422","N","Assembly Pull","Active",1,1,"EA","2017-03-07 21:40:05","","chip Resistor","13K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R60","",""
75,1,"XX","0RH2203C422","N","Assembly Pull","Active",1,1,"EA","2017-03-07 21:40:05","","chip Resistor","220K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R128","",""
76,1,"XX","0RH3903C422","N","Assembly Pull","Active",1,1,"EA","2017-03-07 21:40:05","","chip Resistor","390K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R131","",""
77,1,"XX","0RH6201C422","N","Assembly Pull","Active",1,1,"EA","2017-03-07 21:40:05","","chip Resistor","6.2K ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R29","",""
78,1,"XX","0RH1500C422","N","Assembly Pull","Active",1,1,"EA","2017-03-07 21:40:05","","chip Resistor","150 ohm 1/16W 1608 1% R/TP","","AG17145501","6871L-5189A","","R121","",""
