BCD,Date,Model_P/N,Inch,Publish_Count,P/G,P/Line,SMT,Develop_Model,LOT_Number,BCR_Reading_Check
3962B2017DBF6D1001,2017Y06M07D02H42m16s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1002,2017Y06M07D02H42m16s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1003,2017Y06M07D02H42m16s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1004,2017Y06M07D02H42m17s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1005,2017Y06M07D02H42m17s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1006,2017Y06M07D02H42m17s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1007,2017Y06M07D02H42m17s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1008,2017Y06M07D02H42m17s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1009,2017Y06M07D02H42m17s,6871L-3962B,32,10,B,D,D,N,1,N
3962B2017DBF6D1010,2017Y06M07D02H42m18s,6871L-3962B,32,10,B,D,D,N,1,N
3962BGDBF6D2001,2017Y06M07D02H42m29s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2002,2017Y06M07D02H42m29s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2003,2017Y06M07D02H42m30s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2004,2017Y06M07D02H42m30s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2005,2017Y06M07D02H42m30s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2006,2017Y06M07D02H42m30s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2007,2017Y06M07D02H42m30s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2008,2017Y06M07D02H42m30s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2009,2017Y06M07D02H42m31s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D2010,2017Y06M07D02H42m31s,6871L-3962B,32,10,B,D,D,N,2,N
3962BGDBF6D3001,2017Y06M07D02H42m48s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3002,2017Y06M07D02H42m48s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3003,2017Y06M07D02H42m48s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3004,2017Y06M07D02H42m49s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3005,2017Y06M07D02H42m49s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3006,2017Y06M07D02H42m49s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3007,2017Y06M07D02H42m49s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3008,2017Y06M07D02H42m49s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3009,2017Y06M07D02H42m49s,6871L-3962B,32,10,B,D,D,N,3,N
3962BGDBF6D3010,2017Y06M07D02H42m50s,6871L-3962B,32,10,B,D,D,N,3,N
4245BGDBF6D1001,2017Y06M07D02H43m11s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1002,2017Y06M07D02H43m11s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1003,2017Y06M07D02H43m11s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1004,2017Y06M07D02H43m11s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1005,2017Y06M07D02H43m12s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1006,2017Y06M07D02H43m12s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1007,2017Y06M07D02H43m12s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1008,2017Y06M07D02H43m12s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1009,2017Y06M07D02H43m12s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1010,2017Y06M07D02H43m13s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1011,2017Y06M07D02H43m13s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1012,2017Y06M07D02H43m13s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1013,2017Y06M07D02H43m13s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1014,2017Y06M07D02H43m13s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1015,2017Y06M07D02H43m13s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1016,2017Y06M07D02H43m14s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1017,2017Y06M07D02H43m14s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1018,2017Y06M07D02H43m14s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1019,2017Y06M07D02H43m14s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1020,2017Y06M07D02H43m14s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1021,2017Y06M07D02H43m14s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1022,2017Y06M07D02H43m15s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1023,2017Y06M07D02H43m15s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1024,2017Y06M07D02H43m15s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1025,2017Y06M07D02H43m15s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1026,2017Y06M07D02H43m15s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1027,2017Y06M07D02H43m15s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1028,2017Y06M07D02H43m16s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1029,2017Y06M07D02H43m16s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1030,2017Y06M07D02H43m16s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1031,2017Y06M07D02H43m16s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1032,2017Y06M07D02H43m16s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1033,2017Y06M07D02H43m16s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1034,2017Y06M07D02H43m17s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1035,2017Y06M07D02H43m17s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1036,2017Y06M07D02H43m17s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1037,2017Y06M07D02H43m17s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1038,2017Y06M07D02H43m17s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1039,2017Y06M07D02H43m17s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1040,2017Y06M07D02H43m18s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1041,2017Y06M07D02H43m18s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1042,2017Y06M07D02H43m18s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1043,2017Y06M07D02H43m18s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1044,2017Y06M07D02H43m18s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1045,2017Y06M07D02H43m19s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1046,2017Y06M07D02H43m19s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1047,2017Y06M07D02H43m19s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1048,2017Y06M07D02H43m19s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1049,2017Y06M07D02H43m19s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1050,2017Y06M07D02H43m19s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1051,2017Y06M07D02H43m20s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1052,2017Y06M07D02H43m20s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1053,2017Y06M07D02H43m20s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1054,2017Y06M07D02H43m20s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1055,2017Y06M07D02H43m20s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1056,2017Y06M07D02H43m20s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1057,2017Y06M07D02H43m21s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1058,2017Y06M07D02H43m21s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1059,2017Y06M07D02H43m21s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1060,2017Y06M07D02H43m21s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1061,2017Y06M07D02H43m21s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1062,2017Y06M07D02H43m21s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1063,2017Y06M07D02H43m22s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1064,2017Y06M07D02H43m22s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1065,2017Y06M07D02H43m22s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1066,2017Y06M07D02H43m22s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1067,2017Y06M07D02H43m22s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1068,2017Y06M07D02H43m22s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1069,2017Y06M07D02H43m23s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1070,2017Y06M07D02H43m23s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1071,2017Y06M07D02H43m23s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1072,2017Y06M07D02H43m23s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1073,2017Y06M07D02H43m23s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1074,2017Y06M07D02H43m23s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1075,2017Y06M07D02H43m24s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1076,2017Y06M07D02H43m24s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1077,2017Y06M07D02H43m24s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1078,2017Y06M07D02H43m24s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1079,2017Y06M07D02H43m24s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1080,2017Y06M07D02H43m25s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1081,2017Y06M07D02H43m25s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1082,2017Y06M07D02H43m25s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1083,2017Y06M07D02H43m25s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1084,2017Y06M07D02H43m25s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1085,2017Y06M07D02H43m25s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1086,2017Y06M07D02H43m26s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1087,2017Y06M07D02H43m26s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1088,2017Y06M07D02H43m26s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1089,2017Y06M07D02H43m26s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1090,2017Y06M07D02H43m26s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1091,2017Y06M07D02H43m26s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1092,2017Y06M07D02H43m27s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1093,2017Y06M07D02H43m27s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1094,2017Y06M07D02H43m27s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1095,2017Y06M07D02H43m27s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1096,2017Y06M07D02H43m27s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1097,2017Y06M07D02H43m27s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1098,2017Y06M07D02H43m28s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1099,2017Y06M07D02H43m28s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1100,2017Y06M07D02H43m28s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1101,2017Y06M07D02H43m28s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1102,2017Y06M07D02H43m28s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1103,2017Y06M07D02H43m28s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1104,2017Y06M07D02H43m29s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1105,2017Y06M07D02H43m29s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1106,2017Y06M07D02H43m29s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1107,2017Y06M07D02H43m29s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1108,2017Y06M07D02H43m29s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1109,2017Y06M07D02H43m30s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1110,2017Y06M07D02H43m30s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1111,2017Y06M07D02H43m30s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1112,2017Y06M07D02H43m30s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1113,2017Y06M07D02H43m30s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1114,2017Y06M07D02H43m30s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1115,2017Y06M07D02H43m31s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1116,2017Y06M07D02H43m31s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1117,2017Y06M07D02H43m31s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1118,2017Y06M07D02H43m31s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1119,2017Y06M07D02H43m31s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1120,2017Y06M07D02H43m31s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1121,2017Y06M07D02H43m32s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1122,2017Y06M07D02H43m32s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1123,2017Y06M07D02H43m32s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1124,2017Y06M07D02H43m32s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1125,2017Y06M07D02H43m32s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1126,2017Y06M07D02H43m32s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1127,2017Y06M07D02H43m33s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1128,2017Y06M07D02H43m33s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1129,2017Y06M07D02H43m33s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1130,2017Y06M07D02H43m33s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1131,2017Y06M07D02H43m33s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1132,2017Y06M07D02H43m33s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1133,2017Y06M07D02H43m34s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1134,2017Y06M07D02H43m34s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1135,2017Y06M07D02H43m34s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1136,2017Y06M07D02H43m34s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1137,2017Y06M07D02H43m34s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1138,2017Y06M07D02H43m34s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1139,2017Y06M07D02H43m35s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1140,2017Y06M07D02H43m35s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1141,2017Y06M07D02H43m35s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1142,2017Y06M07D02H43m35s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1143,2017Y06M07D02H43m35s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1144,2017Y06M07D02H43m36s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1145,2017Y06M07D02H43m36s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1146,2017Y06M07D02H43m36s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1147,2017Y06M07D02H43m36s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1148,2017Y06M07D02H43m36s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1149,2017Y06M07D02H43m36s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1150,2017Y06M07D02H43m37s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1151,2017Y06M07D02H43m37s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1152,2017Y06M07D02H43m37s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1153,2017Y06M07D02H43m37s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1154,2017Y06M07D02H43m37s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1155,2017Y06M07D02H43m37s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1156,2017Y06M07D02H43m38s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1157,2017Y06M07D02H43m38s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1158,2017Y06M07D02H43m38s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1159,2017Y06M07D02H43m38s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1160,2017Y06M07D02H43m38s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1161,2017Y06M07D02H43m38s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1162,2017Y06M07D02H43m39s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1163,2017Y06M07D02H43m39s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1164,2017Y06M07D02H43m39s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1165,2017Y06M07D02H43m39s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1166,2017Y06M07D02H43m39s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1167,2017Y06M07D02H43m39s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1168,2017Y06M07D02H43m40s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1169,2017Y06M07D02H43m40s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1170,2017Y06M07D02H43m40s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1171,2017Y06M07D02H43m40s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1172,2017Y06M07D02H43m40s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1173,2017Y06M07D02H43m40s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1174,2017Y06M07D02H43m41s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1175,2017Y06M07D02H43m41s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1176,2017Y06M07D02H43m41s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1177,2017Y06M07D02H43m41s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1178,2017Y06M07D02H43m41s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1179,2017Y06M07D02H43m42s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1180,2017Y06M07D02H43m42s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1181,2017Y06M07D02H43m42s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1182,2017Y06M07D02H43m42s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1183,2017Y06M07D02H43m42s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1184,2017Y06M07D02H43m42s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1185,2017Y06M07D02H43m43s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1186,2017Y06M07D02H43m43s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1187,2017Y06M07D02H43m43s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1188,2017Y06M07D02H43m43s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1189,2017Y06M07D02H43m43s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1190,2017Y06M07D02H43m43s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1191,2017Y06M07D02H43m44s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1192,2017Y06M07D02H43m44s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1193,2017Y06M07D02H43m44s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1194,2017Y06M07D02H43m44s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1195,2017Y06M07D02H43m44s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1196,2017Y06M07D02H43m44s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1197,2017Y06M07D02H43m45s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1198,2017Y06M07D02H43m45s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1199,2017Y06M07D02H43m45s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1200,2017Y06M07D02H43m45s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1201,2017Y06M07D02H43m45s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1202,2017Y06M07D02H43m45s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1203,2017Y06M07D02H43m46s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1204,2017Y06M07D02H43m46s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1205,2017Y06M07D02H43m46s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1206,2017Y06M07D02H43m46s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1207,2017Y06M07D02H43m46s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1208,2017Y06M07D02H43m46s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1209,2017Y06M07D02H43m47s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1210,2017Y06M07D02H43m47s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1211,2017Y06M07D02H43m47s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1212,2017Y06M07D02H43m47s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1213,2017Y06M07D02H43m47s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1214,2017Y06M07D02H43m48s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1215,2017Y06M07D02H43m48s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1216,2017Y06M07D02H43m48s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1217,2017Y06M07D02H43m48s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1218,2017Y06M07D02H43m48s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1219,2017Y06M07D02H43m48s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1220,2017Y06M07D02H43m49s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1221,2017Y06M07D02H43m49s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1222,2017Y06M07D02H43m49s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1223,2017Y06M07D02H43m49s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1224,2017Y06M07D02H43m49s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1225,2017Y06M07D02H43m49s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1226,2017Y06M07D02H43m50s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1227,2017Y06M07D02H43m50s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1228,2017Y06M07D02H43m50s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1229,2017Y06M07D02H43m50s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1230,2017Y06M07D02H43m50s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1231,2017Y06M07D02H43m50s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1232,2017Y06M07D02H43m51s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1233,2017Y06M07D02H43m51s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1234,2017Y06M07D02H43m51s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1235,2017Y06M07D02H43m51s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1236,2017Y06M07D02H43m51s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1237,2017Y06M07D02H43m51s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1238,2017Y06M07D02H43m52s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1239,2017Y06M07D02H43m52s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1240,2017Y06M07D02H43m52s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1241,2017Y06M07D02H43m52s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1242,2017Y06M07D02H43m52s,6871L-4245B,32,500,B,D,D,N,1,N
4245BGDBF6D1243,2017Y06M07D02H43m52s,6871L-4245B,32,500,B,D,D,N,1,N
