BCD,Date,Model_P/N,Inch,Publish_Count,P/G,P/Line,SMT,Develop_Model,LOT_Number,BCR_Reading_Check
4245BGDBF6D2223,2017Y06M07D02H50m14s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2224,2017Y06M07D02H50m14s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2225,2017Y06M07D02H50m15s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2226,2017Y06M07D02H50m15s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2227,2017Y06M07D02H50m15s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2228,2017Y06M07D02H50m15s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2229,2017Y06M07D02H50m15s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2230,2017Y06M07D02H50m15s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2231,2017Y06M07D02H50m16s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2232,2017Y06M07D02H50m16s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2233,2017Y06M07D02H50m16s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2234,2017Y06M07D02H50m16s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2235,2017Y06M07D02H50m16s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2236,2017Y06M07D02H50m17s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2237,2017Y06M07D02H50m17s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2238,2017Y06M07D02H50m17s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2239,2017Y06M07D02H50m17s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2240,2017Y06M07D02H50m17s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2241,2017Y06M07D02H50m17s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2242,2017Y06M07D02H50m18s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2243,2017Y06M07D02H50m18s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2244,2017Y06M07D02H50m18s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2245,2017Y06M07D02H50m18s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2246,2017Y06M07D02H50m18s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2247,2017Y06M07D02H50m18s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2248,2017Y06M07D02H50m19s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2249,2017Y06M07D02H50m19s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2250,2017Y06M07D02H50m19s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2251,2017Y06M07D02H50m19s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2252,2017Y06M07D02H50m19s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2253,2017Y06M07D02H50m19s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2254,2017Y06M07D02H50m20s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2255,2017Y06M07D02H50m20s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2256,2017Y06M07D02H50m20s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2257,2017Y06M07D02H50m20s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2258,2017Y06M07D02H50m20s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2259,2017Y06M07D02H50m20s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2260,2017Y06M07D02H50m21s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2261,2017Y06M07D02H50m21s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2262,2017Y06M07D02H50m21s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2263,2017Y06M07D02H50m21s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2264,2017Y06M07D02H50m21s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2265,2017Y06M07D02H50m21s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2266,2017Y06M07D02H50m22s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2267,2017Y06M07D02H50m22s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2268,2017Y06M07D02H50m22s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2269,2017Y06M07D02H50m22s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2270,2017Y06M07D02H50m22s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2271,2017Y06M07D02H50m23s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2272,2017Y06M07D02H50m23s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2273,2017Y06M07D02H50m23s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2274,2017Y06M07D02H50m23s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2275,2017Y06M07D02H50m23s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2276,2017Y06M07D02H50m23s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2277,2017Y06M07D02H50m24s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2278,2017Y06M07D02H50m24s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2279,2017Y06M07D02H50m24s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2280,2017Y06M07D02H50m24s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2281,2017Y06M07D02H50m24s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2282,2017Y06M07D02H50m24s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2283,2017Y06M07D02H50m25s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2284,2017Y06M07D02H50m25s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2285,2017Y06M07D02H50m25s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2286,2017Y06M07D02H50m25s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2287,2017Y06M07D02H50m25s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2288,2017Y06M07D02H50m25s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2289,2017Y06M07D02H50m26s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2290,2017Y06M07D02H50m26s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2291,2017Y06M07D02H50m26s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2292,2017Y06M07D02H50m26s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2293,2017Y06M07D02H50m26s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2294,2017Y06M07D02H50m26s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2295,2017Y06M07D02H50m27s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2296,2017Y06M07D02H50m27s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2297,2017Y06M07D02H50m27s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2298,2017Y06M07D02H50m27s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2299,2017Y06M07D02H50m27s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2300,2017Y06M07D02H50m28s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2301,2017Y06M07D02H50m28s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2302,2017Y06M07D02H50m28s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2303,2017Y06M07D02H50m28s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2304,2017Y06M07D02H50m28s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2305,2017Y06M07D02H50m28s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2306,2017Y06M07D02H50m29s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2307,2017Y06M07D02H50m29s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2308,2017Y06M07D02H50m29s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2309,2017Y06M07D02H50m29s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2310,2017Y06M07D02H50m29s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2311,2017Y06M07D02H50m29s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2312,2017Y06M07D02H50m30s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2313,2017Y06M07D02H50m30s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2314,2017Y06M07D02H50m30s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2315,2017Y06M07D02H50m30s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2316,2017Y06M07D02H50m30s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2317,2017Y06M07D02H50m30s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2318,2017Y06M07D02H50m31s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2319,2017Y06M07D02H50m31s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2320,2017Y06M07D02H50m31s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2321,2017Y06M07D02H50m31s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2322,2017Y06M07D02H50m31s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2323,2017Y06M07D02H50m31s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2324,2017Y06M07D02H50m32s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2325,2017Y06M07D02H50m32s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2326,2017Y06M07D02H50m32s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2327,2017Y06M07D02H50m32s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2328,2017Y06M07D02H50m32s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2329,2017Y06M07D02H50m32s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2330,2017Y06M07D02H50m33s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2331,2017Y06M07D02H50m33s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2332,2017Y06M07D02H50m33s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2333,2017Y06M07D02H50m33s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2334,2017Y06M07D02H50m33s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2335,2017Y06M07D02H50m34s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2336,2017Y06M07D02H50m34s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2337,2017Y06M07D02H50m34s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2338,2017Y06M07D02H50m34s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2339,2017Y06M07D02H50m34s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2340,2017Y06M07D02H50m34s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2341,2017Y06M07D02H50m35s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2342,2017Y06M07D02H50m35s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2343,2017Y06M07D02H50m35s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2344,2017Y06M07D02H50m35s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2345,2017Y06M07D02H50m35s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2346,2017Y06M07D02H50m35s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2347,2017Y06M07D02H50m36s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2348,2017Y06M07D02H50m36s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2349,2017Y06M07D02H50m36s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2350,2017Y06M07D02H50m36s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2351,2017Y06M07D02H50m36s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2352,2017Y06M07D02H50m36s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2353,2017Y06M07D02H50m37s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2354,2017Y06M07D02H50m37s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2355,2017Y06M07D02H50m37s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2356,2017Y06M07D02H50m37s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2357,2017Y06M07D02H50m37s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2358,2017Y06M07D02H50m38s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2359,2017Y06M07D02H50m38s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2360,2017Y06M07D02H50m38s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2361,2017Y06M07D02H50m38s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2362,2017Y06M07D02H50m38s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2363,2017Y06M07D02H50m38s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2364,2017Y06M07D02H50m39s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2365,2017Y06M07D02H50m39s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2366,2017Y06M07D02H50m39s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2367,2017Y06M07D02H50m39s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2368,2017Y06M07D02H50m39s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2369,2017Y06M07D02H50m39s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2370,2017Y06M07D02H50m40s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2371,2017Y06M07D02H50m40s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2372,2017Y06M07D02H50m40s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2373,2017Y06M07D02H50m40s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2374,2017Y06M07D02H50m40s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2375,2017Y06M07D02H50m40s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2376,2017Y06M07D02H50m41s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2377,2017Y06M07D02H50m41s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2378,2017Y06M07D02H50m41s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2379,2017Y06M07D02H50m41s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2380,2017Y06M07D02H50m41s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2381,2017Y06M07D02H50m41s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2382,2017Y06M07D02H50m42s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2383,2017Y06M07D02H50m42s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2384,2017Y06M07D02H50m42s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2385,2017Y06M07D02H50m42s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2386,2017Y06M07D02H50m42s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2387,2017Y06M07D02H50m43s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2388,2017Y06M07D02H50m43s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2389,2017Y06M07D02H50m43s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2390,2017Y06M07D02H50m43s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2391,2017Y06M07D02H50m43s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2392,2017Y06M07D02H50m43s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2393,2017Y06M07D02H50m44s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2394,2017Y06M07D02H50m44s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2395,2017Y06M07D02H50m44s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2396,2017Y06M07D02H50m44s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2397,2017Y06M07D02H50m44s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2398,2017Y06M07D02H50m44s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2399,2017Y06M07D02H50m45s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2400,2017Y06M07D02H50m45s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2401,2017Y06M07D02H50m45s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2402,2017Y06M07D02H50m45s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2403,2017Y06M07D02H50m45s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2404,2017Y06M07D02H50m45s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2405,2017Y06M07D02H50m46s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2406,2017Y06M07D02H50m46s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2407,2017Y06M07D02H50m46s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2408,2017Y06M07D02H50m46s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2409,2017Y06M07D02H50m46s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2410,2017Y06M07D02H50m46s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2411,2017Y06M07D02H50m47s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2412,2017Y06M07D02H50m47s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2413,2017Y06M07D02H50m47s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2414,2017Y06M07D02H50m47s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2415,2017Y06M07D02H50m47s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2416,2017Y06M07D02H50m47s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2417,2017Y06M07D02H50m48s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2418,2017Y06M07D02H50m48s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2419,2017Y06M07D02H50m48s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2420,2017Y06M07D02H50m48s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2421,2017Y06M07D02H50m48s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2422,2017Y06M07D02H50m49s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2423,2017Y06M07D02H50m49s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2424,2017Y06M07D02H50m49s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2425,2017Y06M07D02H50m49s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2426,2017Y06M07D02H50m49s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2427,2017Y06M07D02H50m49s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2428,2017Y06M07D02H50m50s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2429,2017Y06M07D02H50m50s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2430,2017Y06M07D02H50m50s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2431,2017Y06M07D02H50m50s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2432,2017Y06M07D02H50m50s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2433,2017Y06M07D02H50m50s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2434,2017Y06M07D02H50m51s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2435,2017Y06M07D02H50m51s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2436,2017Y06M07D02H50m51s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2437,2017Y06M07D02H50m51s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2438,2017Y06M07D02H50m51s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2439,2017Y06M07D02H50m51s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2440,2017Y06M07D02H50m52s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2441,2017Y06M07D02H50m52s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2442,2017Y06M07D02H50m52s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2443,2017Y06M07D02H50m52s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2444,2017Y06M07D02H50m52s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2445,2017Y06M07D02H50m52s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2446,2017Y06M07D02H50m53s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2447,2017Y06M07D02H50m53s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2448,2017Y06M07D02H50m53s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2449,2017Y06M07D02H50m53s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2450,2017Y06M07D02H50m53s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2451,2017Y06M07D02H50m53s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2452,2017Y06M07D02H50m54s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2453,2017Y06M07D02H50m54s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2454,2017Y06M07D02H50m54s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2455,2017Y06M07D02H50m54s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2456,2017Y06M07D02H50m54s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2457,2017Y06M07D02H50m55s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2458,2017Y06M07D02H50m55s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2459,2017Y06M07D02H50m55s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2460,2017Y06M07D02H50m55s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2461,2017Y06M07D02H50m55s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2462,2017Y06M07D02H50m55s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2463,2017Y06M07D02H50m56s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2464,2017Y06M07D02H50m56s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2465,2017Y06M07D02H50m56s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2466,2017Y06M07D02H50m56s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2467,2017Y06M07D02H50m56s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2468,2017Y06M07D02H50m56s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2469,2017Y06M07D02H50m57s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2470,2017Y06M07D02H50m57s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2471,2017Y06M07D02H50m57s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2472,2017Y06M07D02H50m57s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2473,2017Y06M07D02H50m57s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2474,2017Y06M07D02H50m57s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2475,2017Y06M07D02H50m58s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2476,2017Y06M07D02H50m58s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2477,2017Y06M07D02H50m58s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2478,2017Y06M07D02H50m58s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2479,2017Y06M07D02H50m58s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2480,2017Y06M07D02H50m58s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2481,2017Y06M07D02H50m59s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2482,2017Y06M07D02H50m59s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2483,2017Y06M07D02H50m59s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2484,2017Y06M07D02H50m59s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2485,2017Y06M07D02H50m59s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2486,2017Y06M07D02H50m59s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2487,2017Y06M07D02H51m00s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2488,2017Y06M07D02H51m00s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2489,2017Y06M07D02H51m00s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2490,2017Y06M07D02H51m00s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2491,2017Y06M07D02H51m00s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2492,2017Y06M07D02H51m01s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2493,2017Y06M07D02H51m01s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2494,2017Y06M07D02H51m01s,6871L-4245B,32,500,B,D,D,N,2,N
4245BGDBF6D2495,2017Y06M07D02H51m01s,6871L-4245B,32,500,B,D,D,N,2,N
