"Seq","Level","Item Type","Part No","Substitute Flag","Supply Type","Status","Component Qty","Extended Qty","UOM","From Date","To Date","Item Desc","Item Spec","SVC CODE","ECO No","Parent Part No","Remarks","Location Info.","Substitute Item","Item Spec"
14,1,"XX","0RH2701C422","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","chip Resistor","2.7K ohm 1/16W 1608 1% R/TP","","","6871L-5253A","","R81","",""
15,1,"XX","0RHAA-0071A","N","Assembly Pull","Active",12,12,"EA","2017-01-20 13:25:32","","chip Resistor","300 ohm 1/16W 1005 1% R/TP","","","6871L-5253A","","R916,R917,R918,R919,R920,R921,R922,R923,R924,R925,R926,R927","",""
16,1,"XX","0RH9101C422","N","Assembly Pull","Active",1,1,"EA","2017-05-11 10:58:35","","chip Resistor","9.1K ohm 1/16W 1608 1% R/TP","","AG17353101","6871L-5253A","","R64","",""
17,1,"PU","0LCZZ-0022A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","Chip Inductor","JCPN2520F6R8MNT Joinset 6.8UH M=20% 1.2A 2520(T=1.0) R/TP","","","6871L-5253A","","L3","",""
18,1,"XX","0RH0102C422","N","Assembly Pull","Active",3,3,"EA","2017-01-20 13:25:32","","chip Resistor","10 ohm 1/16W 1608 1% R/TP","","","6871L-5253A","","R123,R124,R61","",""
19,1,"XX","0CH2A-0277A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","10UF K 25V X7R 1.5mm 2012 R/TP","","","6871L-5253A","","C111","",""
20,1,"XX","0CH2102K568","N","Assembly Pull","Active",4,4,"EA","2017-01-20 13:25:32","","MLCC","1nF K 50V X7R 0.55mm 1005 R/TP","","","6871L-5253A","","C67,C68,C85,C86","",""
21,1,"PU","0ISML-0026D","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","Power Integration IC","SM4053C SILICON MITUS TV VDD BOOST VCC BUCK HVDD BUCKVGH/VGL C/P VCOM CALIBRATOR OPAMP 6CH P-GAMMA LEVEL SHIFTER QFN 56 QFN R/TP 56","","","6871L-5253A","","U10","",""
22,1,"PU","6322L-0022A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","Thermistor","47K OHM (JOINSET) +-5% 100 MW 0.21 MA 4050K 1005 R/TP","","","6871L-5253A","","RT1","",""
23,1,"XX","0CH2A-0155A","N","Assembly Pull","Active",3,3,"EA","2017-01-20 13:25:32","","MLCC","1UF K 25V X7R 0.95mm 1608 R/TP","","","6871L-5253A","","C40,C41,C50","",""
24,1,"XX","0CH2A-0023A","N","Assembly Pull","Active",4,4,"EA","2017-01-20 13:25:32","","MLCC","0.1uF K 25V X7R 0.9mm 1608 R/TP","","","6871L-5253A","","C101,C103,C201,C203","",""
25,1,"XX","0RH2002C422","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","chip Resistor","20K ohm 1/16W 1608 1% R/TP","","","6871L-5253A","","R935","",""
26,1,"XX","0CH2A-0156A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","1UF K 50V X5R 0.95mm 2012 R/TP","","","6871L-5253A","","C54","",""
27,1,"XX","0RH3302C422","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","chip Resistor","33K ohm 1/16W 1608 1% R/TP","","","6871L-5253A","","R51","",""
28,1,"XX","0CH2A-0064A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","470pF J 50V C0G 0.55mm 1005 R/TP","","","6871L-5253A","","C65","",""
29,1,"XX","0RH0000C622","N","Assembly Pull","Active",6,6,"EA","2017-01-20 13:25:32","","chip Resistor","0 ohm 1/16W 1608 5% R/TP","","","6871L-5253A","","R47,R52,R63,R80,R801,R802","",""
30,1,"XX","0CH2A-0097A","N","Assembly Pull","Active",2,2,"EA","2017-01-20 13:25:32","","MLCC","10NF K 25V X7R 0.55mm 1005 R/TP","","","6871L-5253A","","C202,C204","",""
31,1,"XX","0CH2A-0203A","N","Assembly Pull","Active",6,6,"EA","2017-01-20 13:25:32","","MLCC","0.1UF K 25V X5R 0.55mm 1005 R/TP","","","6871L-5253A","","C1,C11,C12,C2,C43,C52","",""
32,1,"XX","0CH2A-0238A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","1UF K 50V X5R 0.9mm 1608 R/TP","","","6871L-5253A","","C51","",""
33,1,"PU","0TRRL-0026A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","Bipolar Transistor","NSM80101MT1G ON-SEMI NPN + DIODE R/TP SC-74(SOT23) CASE 138F 6","","","6871L-5253A","","Q1","",""
34,1,"PU","0DR051409AA","N","Assembly Pull","Active",2,2,"EA","2017-01-20 13:25:32","","Schottky Diode","RB051L-40 ROHM SOD-106 R/TP","","","6871L-5253A","","D1,D2","",""
35,1,"XX","0RH1000B422","N","Assembly Pull","Active",20,20,"EA","2017-01-20 13:25:32","","chip Resistor","100 ohm 1/16W 1005 1% R/TP","","","6871L-5253A","","R101,R102,R103,R104,R105,R106,R201,R202,R203,R204,R205,R206,R21,R22,R23,R24,R25,R26,R27,R28","",""
36,1,"XX","0CH2A-0152A","N","Assembly Pull","Active",12,12,"EA","2017-01-20 13:25:32","","MLCC","10UF K 25V X5R 1.4mm 2012 R/TP","","","6871L-5253A","","C102,C104,C60,C61,C62,C63,C70,C71,C72,C81,C82,C91","",""
37,1,"XX","0CH2104H942","N","Assembly Pull","Active",4,4,"EA","2017-01-20 13:25:32","","MLCC","0.1uF Z 25V Y5V 0.9mm 1608 R/TP","","","6871L-5253A","","C64,C69,C80,C919","",""
38,1,"XX","0CH5560K418","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","56pF J 50V C0G 0.55mm 1005 R/TP","","","6871L-5253A","","C20","",""
39,1,"PU","0TRRL-0027A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","Bipolar Transistor","NSM80100MT1G ON-SEMI PNP + DIODE R/TP SC-74(SOT26) CASE 318F 6","","","6871L-5253A","","Q2","",""
40,1,"XX","0RH6801C422","N","Assembly Pull","Active",2,2,"EA","2017-05-11 10:58:35","","chip Resistor","6.8K ohm 1/16W 1608 1% R/TP","","AG17353101","6871L-5253A","","R1,R936","",""
41,1,"XX","0CH2A-0032A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","0.1uF K 10V X5R 0.55mm 1005 R/TP","","","6871L-5253A","","C14","",""
42,1,"PU","0LCAA-0144A","N","Assembly Pull","Active",2,2,"EA","2017-01-20 13:25:32","","Coil Inductor","TNL6515-220M DACOWELL 22UH M=20% 1.4A 255.2OHM 6.5X6.5X1.5MM R/TP","","","6871L-5253A","","L1,L2","",""
43,1,"XX","0RHAA-0122A","N","Assembly Pull","Active",2,2,"EA","2017-01-20 13:25:32","","chip Resistor","4.7 Ohm 1/16W 1608 1% R/TP","","","6871L-5253A","","R72,R73","",""
44,1,"XX","0RH0221C622","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","chip Resistor","2.2 ohm 1/16W 1608 5% R/TP","","","6871L-5253A","","R60","",""
45,1,"XX","0RH0302C422","N","Assembly Pull","Active",3,3,"EA","2017-01-20 13:25:32","","chip Resistor","30 ohm 1/16W 1608 1% R/TP","","","6871L-5253A","","R30,R31,R934","",""
46,1,"XX","0RHAA-0091A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","chip Resistor","47K ohm 1/16W 1005 1% R/TP","","","6871L-5253A","","R90","",""
47,1,"XX","0CH2102K562","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","1NF K 50V X7R 0.9mm 1608 R/TP","","","6871L-5253A","","C918","",""
48,1,"XX","0RH5101C422","N","Assembly Pull","Active",2,2,"EA","2017-05-11 10:58:35","","chip Resistor","5.1K ohm 1/16W 1608 1% R/TP","","AG17353101","6871L-5253A","","R3,R71","",""
49,1,"XX","0RH3601C422","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","chip Resistor","3.6K ohm 1/16W 1608 1% R/TP","","","6871L-5253A","","R46","",""
50,1,"XX","0RH0000B622","N","Assembly Pull","Active",12,12,"EA","2017-01-20 13:25:32","","chip Resistor","0 ohm 1/16W 1005 5% R/TP","","","6871L-5253A","","R116,R131,R132,R133,R134,R135,R136,R40,R909,R912,R928,R929","",""
51,1,"XX","0RHAA-0063A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","chip Resistor","22K ohm 1/16W 1005 1% R/TP","","","6871L-5253A","","R100","",""
52,1,"XX","0CH2A-0137A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","4.7UF K 50V X7R 1.8mm 3216 R/TP","","","6871L-5253A","","C53","",""
53,1,"XX","0CH2A-0038A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","0.1uF Z 25V Y5V 0.55mm 1005 R/TP","","","6871L-5253A","","C115","",""
54,1,"XX","0CH2A-0093A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","MLCC","10UF K 16V X5R 0.95mm 2012 R/TP","","","6871L-5253A","","C120","",""
55,1,"XX","0RHAA-0032A","N","Assembly Pull","Active",3,3,"EA","2017-01-20 13:25:32","","chip Resistor","100K ohm 1/16W 1005 1% R/TP","","","6871L-5253A","","R45,R50,R91","",""
56,1,"XX","0RHAA-0043A","N","Assembly Pull","Active",8,8,"EA","2017-01-20 13:25:32","","chip Resistor","82 ohm 1/16W 1005 1% R/TP","","","6871L-5253A","","R141,R142,R143,R144,R145,R146,R147,R148","",""
57,1,"PU","0FS1501F032","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","Slow Blow Fuse","046801.5 NR LITTLEFUSE Nickel 63V 1.5A UL/CSA 3.2*1.6*1.2 R/TP","","","6871L-5253A","","F1","",""
58,1,"XX","0RH0472B622","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","chip Resistor","47 ohm 1/16W 1005 5% R/TP","","","6871L-5253A","","R914","",""
59,1,"PU","6870S-2633A","N","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","Bare PCB","LC236DXY-SKM1-CT1 2L 1 316.6*23.5 4 N Source 332.6*105.8 Single Side","","","6871L-5253A","","","",""
60,1,"PU","6630L-0204A","Y","Assembly Pull","Active",1,1,"EA","2017-01-20 13:25:32","","Wire-Board Connector","IS100-L30B-C23 UJU 30PIN 1.0MM Angle Female R/TP 2.3MM Y Sn","","","6871L-5253A","","CN1","6630L-0168A","FI-X30SSL-HF, JAE, 30PIN, 1.0MM, Angle, Female, R/TP, 1.0MM, Y, Sn"
61,1,"PU","0ISGL-0007B","N","Assembly Pull","Active",1,1,"EA","2017-03-31 15:28:59","","EEPROM","M24C08-FDW6TP STMICRO 8K 5MS TSSOP R/TP 8","","AG17239501","6871L-5253A","","U5","",""
62,1,"XX","0RH4702C422","N","Supplier","Active",2,2,"EA","2017-05-11 10:58:35","","chip Resistor","47K ohm 1/16W 1608 1% R/TP","","AG17353101","6871L-5253A","","R11,R14","",""
63,1,"XX","0RH3901C422","N","Supplier","Active",2,2,"EA","2017-05-11 10:58:35","","chip Resistor","3.9K ohm 1/16W 1608 1% R/TP","","AG17353101","6871L-5253A","","R12,R13","",""
64,1,"XX","0RH6802C422","N","Supplier","Active",1,1,"EA","2017-05-11 10:58:35","","chip Resistor","68K ohm 1/16W 1608 1% R/TP","","AG17353101","6871L-5253A","","R2","",""
