"Seq","Level","Item Type","Part No","Substitute Flag","Supply Type","Status","Component Qty","Extended Qty","UOM","From Date","To Date","Item Desc","Item Spec","SVC CODE","ECO No","Parent Part No","Remarks","Location Info.","Substitute Item","Item Spec"
26,1,"PU","6200P-0001A","N","Assembly Pull","Active",2,2,"EA","2017-02-01 17:24:10","","Power Filter","BLM18PG600SN1D MURATA 60 Ohm 1.6x0.8x0.8 R/TP","","","6871L-4692F","","FL101,FL102","",""
27,1,"XX","0RH1000B422","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","chip Resistor","100 ohm 1/16W 1005 1% R/TP","","","6871L-4692F","","R101,R105","",""
28,1,"XX","0CH2A-0030A","N","Supplier","Active",21,21,"EA","2017-02-01 17:24:10","","MLCC","1uF K 10V X5R 0.55mm 1005 R/TP","","","6871L-4692F","","C101,C102,C103,C104,C105,C233,C303,C304,C307,C308,C311,C312,C315,C316,C318,C320,C322,C324,C326,C328,C330","",""
29,1,"XX","0RH1502C422","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","chip Resistor","15K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R341","",""
30,1,"XX","0CH2473K562","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","MLCC","47nF K 50V X7R 0.95mm 1608 R/TP","","","6871L-4692F","","C213","",""
31,1,"XX","0CH2A-0091A","N","Supplier","Active",16,16,"EA","2017-02-01 17:24:10","","MLCC","1uF K 25V X5R 0.6mm 1005 R/TP","","","6871L-4692F","","C302,C306,C310,C314,C317,C319,C321,C323,C325,C327,C329,C339,C340,C341,C342,C343","",""
32,1,"PU","0ISGL-0008E","N","Assembly Pull","Active",1,1,"EA","2017-02-01 17:24:10","","EEPROM","M24C04-FDW6TP ST 4K 5MS 1.7V SUPPLY VOLTAGE TSSOP R/TP 8","","","6871L-4692F","","U1","",""
33,1,"XX","0CH5181K412","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","Temp-Compensation Capacitor","180PF J 50V 1608 R/TP 0.9mm","","","6871L-4692F","","C243","",""
34,1,"PU","0DHZL-0090A","N","Assembly Pull","Active",2,2,"EA","2017-02-01 17:24:10","","Schottky Diode","SDS7000 AUK SOT-23 R/TP","","","6871L-4692F","","D3,D4","",""
35,1,"XX","0CH2104H942","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","MLCC","0.1uF Z 25V Y5V 0.9mm 1608 R/TP","","","6871L-4692F","","C240","",""
36,1,"PU","0DHZL-0076A","N","Assembly Pull","Active",1,1,"EA","2017-02-01 17:24:10","","Zener Diode","SDZ3V3D AUK SOD-323 R/TP","","","6871L-4692F","","ZD1","",""
37,1,"PU","0DHZL-0165A","N","Assembly Pull","Active",1,1,"EA","2017-02-01 17:24:10","","ESD Protection Diode","SD05 DIODES SOD-323 R/TP","","","6871L-4692F","","D1","",""
38,1,"PU","6630L-0180A","N","Assembly Pull","Active",1,1,"EA","2017-02-01 17:24:10","","Wire-Board Connector","IS100-L30O-C23 UJU 30PIN 1.0MM Angle Female R/TP 2.3MM Y Sn","","","6871L-4692F","","CN1","",""
39,1,"XX","0RH6201C422","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","chip Resistor","6.2K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R339,R343","",""
40,1,"XX","0RH5603C422","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","chip Resistor","560K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R219,R220","",""
41,1,"XX","0CH2A-0088A","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","MLCC","3.3nF K 50V X7R 0.9mm 1608 R/TP","","","6871L-4692F","","C211","",""
42,1,"XX","0RH6801C422","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","chip Resistor","6.8K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R351","",""
43,1,"XX","0CH2222K562","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","MLCC","2.2nF K 50V X7R 0.9mm 1608 R/TP","","","6871L-4692F","","C214","",""
44,1,"XX","0RH3602C422","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","chip Resistor","36K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R334,R338","",""
45,1,"XX","0CH2A-0015A","N","Supplier","Active",10,10,"EA","2017-02-01 17:24:10","","MLCC","1uF K 25V X5R 0.9mm 1608 R/TP","","","6871L-4692F","","C201,C202,C203,C204,C210,C225,C226,C227,C228,C256","",""
46,1,"XX","0RH3300C422","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","chip Resistor","330 ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R118","",""
47,1,"XX","0RH0221C622","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","chip Resistor","2.2 ohm 1/16W 1608 5% R/TP","","","6871L-4692F","","R207,R216","",""
48,1,"XX","0RH7501C422","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","chip Resistor","7.5K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R205,R218","",""
49,1,"XX","0CH2102K562","N","Supplier","Active",5,5,"EA","2017-02-01 17:24:10","","MLCC","1NF K 50V X7R 0.9mm 1608 R/TP","","","6871L-4692F","","C215,C217,C218,C242,C244","",""
50,1,"PU","0ISWL-0202A","N","Assembly Pull","Active",1,1,"EA","2017-02-01 17:24:10","","Timing Controller","SW0679 SIW LVDS 6/8 2 EPI 6 3/4 DRD SGIP 4/6/8P AFRC DGA SD SM L80 SFA Z-INV ESD LOWELL15 MLF TR 48","","","6871L-4692F","","UC1","",""
51,1,"XX","0RH0000B622","N","Supplier","Active",20,20,"EA","2017-02-01 17:24:10","","chip Resistor","0 ohm 1/16W 1005 5% R/TP","","","6871L-4692F","","R302,R304,R305,R307,R309,R310,R313,R314,R315,R316,R317,R318,R319,R320,R321,R322,R323,R324,R327,R328","",""
52,1,"XX","0RH2202C422","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","chip Resistor","22K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R228","",""
53,1,"XX","0RH1001C422","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","chip Resistor","1K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R115","",""
54,1,"XX","0RH3001C422","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","chip Resistor","3K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R329,R333","",""
55,1,"XX","0RH1601C422","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","chip Resistor","1.6K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R208,R209","",""
56,1,"PU","0DHZL-0131A","N","Assembly Pull","Active",1,1,"EA","2017-02-01 17:24:10","","Schottky Diode","SDB0740 AUK SOT-23 R/TP","","","6871L-4692F","","D2","",""
57,1,"PU","0LCAA-0039A","N","Assembly Pull","Active",1,1,"EA","2017-02-01 17:24:10","","Coil Inductor","DP8L18F-100M COIL MASTER 10uH M=20% 1.9A 114m Ohm 8.1x6.8x1.8 R/TP","","","6871L-4692F","","L1","",""
58,1,"XX","0CH5121K412","N","Supplier","Active",2,2,"EA","2017-02-01 17:24:10","","Temp-Compensation Capacitor","120PF J 50V 1608 R/TP 0.9mm","","","6871L-4692F","","C112,C113","",""
59,1,"XX","0RH1003C422","N","Supplier","Active",5,5,"EA","2017-02-01 17:24:10","","chip Resistor","100K ohm 1/16W 1608 1% R/TP","","","6871L-4692F","","R206,R212,R230,R361,R364","",""
60,1,"PU","0ISWL-0206C","N","Assembly Pull","Active",1,1,"EA","2017-02-01 17:24:10","","Power Integration IC","SW5099B SILICON WORKS MNT VDD BOOST + VGH BOOST + VGL C/P +VGLUD C/P + VCC BUCK + L/S 8CH + OPAMP + DISCHARGING + GPM + PVCOM QFN R/TP 48","","","6871L-4692F","","US1","",""
61,1,"XX","6870S-2334A","N","Supplier","Active",1,1,"EA","2017-02-01 17:24:10","","Bare PCB","LM238WF2-SSK1-8L1 2L 1 455*30 6 N Source NO Single Side","","","6871L-4692F","","","",""
